QGPIORecord, QRC v6.1.0, 22-12-2021 @ 10:17:15, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
128100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
128650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
