QGPIORecord, QRC v6.1.0, 18-11-2021 @ 15:04:03, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
1827530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1827890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
