QGPIORecord, QRC v6.1.0, 18-11-2021 @ 14:42:32, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
535280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
535990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536491, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
536990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
537300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
