QGPIORecord, QRC v6.1.0, 18-11-2021 @ 14:38:59, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
322310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
322810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
