QGPIORecord, QRC v6.1.0, 18-11-2021 @ 15:08:08, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
2072020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2072270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
