QGPIORecord, QRC v6.1.0, 18-11-2021 @ 14:39:44, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
367640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
367990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
368120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
