QGPIORecord, QRC v6.1.0, 18-11-2021 @ 14:37:37, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
240160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240431, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
240990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
