QGPIORecord, QRC v6.1.0, 14-11-2021 @ 14:06:44, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
419140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
419470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
