QGPIORecord, QRC v6.1.0, 22-12-2021 @ 16:12:22, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, w
404850, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404860, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404870, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404880, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404890, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404900, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404911, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404920, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404930, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404940, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404951, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404960, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404970, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404980, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
404990, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
405000, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
405010, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
405020, -0.170305, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
405030, -0.3, -0.372153, -1.56883, 3.14036e-05, 1.90748e-06, 3.01494e-05, 1.8885e-05, 1.26696e-05, 0.000219757, 0.167699, 0.169709, 0
405044, -0.260724, -0.197687, -1.61933e-05, 9.99076e-07, 0, 1.48779e-06, 0, 6.98959e-06, 9.99511e-05, 0.210684, 0.142683, 0
405055, -0.259802, -0.197685, -1.58791e-05, 5.02259e-07, -1.48301e-11, 9.92934e-07, -2.11709e-10, 7.00429e-06, 9.9991e-05, 0.209086, 0.142683, 0
405065, -0.259968, -0.197685, -1.60062e-05, 3.38737e-07, -1.96056e-11, 8.31022e-07, -2.79464e-10, 7.01666e-06, 0.000100031, 0.210684, 0.142683, 0
405074, -0.260005, -0.197685, -1.60808e-05, 2.58566e-07, -2.20978e-11, 7.52358e-07, -3.14549e-10, 7.02833e-06, 0.00010007, 0.210684, 0.142683, 0
