QGPIORecord, QRC v6.1.0, 22-12-2021 @ 14:54:43, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, trajX, trajY, trajTheta, e1, e2, e3, v, omega, -
448901, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448910, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448921, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448930, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448941, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448950, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448960, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448970, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448980, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
448990, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449000, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449010, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449020, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449030, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449040, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449050, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449060, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449071, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449080, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449090, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449100, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449111, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449120, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449130, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449140, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449150, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449160, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449170, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449180, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449190, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449200, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449210, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
449220, -0.193663, -0.177724, 0.132184, -0.184494, -0.201171, -0.231398, 0.0091698, -0.0234473, -0.363583, 0.0299973, -0.340407, 0
