QGPIORecord, QRC v6.1.0, 22-12-2021 @ 15:16:23, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, e1, e2, e3, vff, wff, vfb, wfb, v, w
130436, -0.210688, -0.198698, -0.0149906, 9.22829e-05, -0.00129935, 0.0149906, 0.02, 0, 0.000558749, 0.00250525, 0.0205587, 0.00250525
130446, -0.210448, -0.198702, -0.0149695, 4.45396e-05, -0.00129522, 0.0149695, 0.02, 0, 0.000319614, 0.00250966, 0.0203196, 0.00250966
130456, -0.210234, -0.198629, -0.0148189, 3.13967e-05, -0.00136751, 0.0148189, 0.02, 0, 0.000258288, 0.00205687, 0.0202583, 0.00205687
130466, -0.210041, -0.198489, -0.0145628, 3.9652e-05, -0.00150761, 0.0145628, 0.02, 0, 0.00030801, 0.00120335, 0.020308, 0.00120335
130476, -0.209951, -0.198512, -0.0145684, 0.000151053, -0.00148541, 0.0145684, 0.02, 0, 0.000863382, 0.00132582, 0.0208634, 0.00132582
130486, -0.209693, -0.198533, -0.0145894, 9.49204e-05, -0.00146401, 0.0145894, 0.02, 0, 0.000581342, 0.00144128, 0.0205813, 0.00144128
130496, -0.209548, -0.198551, -0.0145941, 0.000150889, -0.00144567, 0.0145941, 0.02, 0, 0.000859853, 0.00153994, 0.0208599, 0.00153994
130506, -0.209413, -0.198568, -0.0145943, 0.000209019, -0.00142927, 0.0145943, 0.02, 0, 0.00114927, 0.00162624, 0.0211493, 0.00162624
130515, -0.209289, -0.198582, -0.0145906, 0.000286445, -0.00141463, 0.0145906, 0.02, 0, 0.00153527, 0.0017029, 0.0215353, 0.0017029
130526, -0.209174, -0.198595, -0.0145836, 0.000372201, -0.00140154, 0.0145836, 0.02, 0, 0.001963, 0.00177032, 0.021963, 0.00177032
130536, -0.208731, -0.198685, -0.0147156, 0.000130653, -0.00131233, 0.0147156, 0.02, 0, 0.000749752, 0.00227806, 0.0207498, 0.00227806
130546, -0.208341, -0.198688, -0.0146989, -5.73397e-05, -0.00130853, 0.0146989, 0.02, 0, -0.000190501, 0.00227319, 0.0198095, 0.00227319
130555, -0.20808, -0.198691, -0.0146779, -0.000117719, -0.00130568, 0.0146779, 0.02, 0, -0.000492712, 0.00227037, 0.0195073, 0.00227037
130566, -0.207763, -0.198694, -0.0146581, -0.000232503, -0.00130318, 0.0146581, 0.02, 0, -0.00106688, 0.00226262, 0.0189331, 0.00226262
130576, -0.207482, -0.198696, -0.0146369, -0.000321135, -0.00130124, 0.0146369, 0.02, 0, -0.00151027, 0.00225312, 0.0184897, 0.00225312
130586, -0.207314, -0.198697, -0.0146115, -0.000287846, -0.00130002, 0.0146115, 0.02, 0, -0.0013441, 0.00224648, 0.0186559, 0.00224648
130596, -0.207079, -0.198698, -0.0145881, -0.000322089, -0.0012989, 0.0145881, 0.02, 0, -0.00151553, 0.00223556, 0.0184845, 0.00223556
130606, -0.206867, -0.198699, -0.0145636, -0.000332341, -0.00129816, 0.0145636, 0.02, 0, -0.001567, 0.00222388, 0.018433, 0.00222388
130616, -0.206676, -0.198699, -0.0145382, -0.000321969, -0.00129774, 0.0145382, 0.02, 0, -0.00151535, 0.0022115, 0.0184847, 0.0022115
130626, -0.206503, -0.198699, -0.0145119, -0.000293896, -0.00129761, 0.0145119, 0.02, 0, -0.00137517, 0.00219848, 0.0186248, 0.00219848
130636, -0.206344, -0.198699, -0.0144849, -0.000259757, -0.00129771, 0.0144849, 0.02, 0, -0.00120467, 0.00218424, 0.0187953, 0.00218424
130646, -0.2062, -0.198625, -0.0143477, -0.000202566, -0.00137244, 0.0143477, 0.02, 0, -0.000914275, 0.00173256, 0.0190857, 0.00173256
130656, -0.206149, -0.198631, -0.0143282, -5.2616e-05, -0.00136618, 0.0143282, 0.02, 0, -0.000165182, 0.00176293, 0.0198348, 0.00176293
130666, -0.205932, -0.198637, -0.0143163, -6.76364e-05, -0.00135995, 0.0143163, 0.02, 0, -0.000240803, 0.00178588, 0.0197592, 0.00178588
130676, -0.205818, -0.198642, -0.014298, 1.97142e-05, -0.00135489, 0.014298, 0.02, 0, 0.000195419, 0.00180649, 0.0201954, 0.00180649
130685, -0.205711, -0.198647, -0.0142783, 0.000113964, -0.00135046, 0.0142783, 0.02, 0, 0.000666171, 0.00182351, 0.0206662, 0.00182351
130696, -0.20561, -0.19865, -0.0142574, 0.000214174, -0.0013466, 0.0142574, 0.02, 0, 0.00116675, 0.00183737, 0.0211668, 0.00183737
130706, -0.205514, -0.198654, -0.0142353, 0.000310332, -0.00134325, 0.0142353, 0.02, 0, 0.00164711, 0.00184771, 0.0216471, 0.00184771
130716, -0.205103, -0.198733, -0.014337, 0.000101417, -0.00126405, 0.014337, 0.02, 0, 0.000597645, 0.00228986, 0.0205976, 0.00228986
130725, -0.204742, -0.198804, -0.0144196, -5.89341e-05, -0.00119297, 0.0144196, 0.02, 0, -0.000208632, 0.00268328, 0.0197914, 0.00268328
130736, -0.2045, -0.198792, -0.0143705, -9.8899e-05, -0.00120474, 0.0143705, 0.02, 0, -0.000407883, 0.00259207, 0.0195921, 0.00259207
130746, -0.204205, -0.198781, -0.0143247, -0.000192389, -0.00121555, 0.0143247, 0.02, 0, -0.000874787, 0.00250392, 0.0191252, 0.00250392
130756, -0.203943, -0.198771, -0.0142816, -0.000253558, -0.00122556, 0.0142816, 0.02, 0, -0.00118015, 0.00242365, 0.0188198, 0.00242365
130766, -0.203786, -0.198762, -0.0142386, -0.000217885, -0.00123502, 0.0142386, 0.02, 0, -0.00100139, 0.00235313, 0.0189986, 0.00235313
130776, -0.203565, -0.198753, -0.0141991, -0.000238031, -0.00124361, 0.0141991, 0.02, 0, -0.00110175, 0.00228516, 0.0188983, 0.00228516
130786, -0.203365, -0.198745, -0.0141609, -0.000236169, -0.00125162, 0.0141609, 0.02, 0, -0.00109211, 0.0022223, 0.0189079, 0.0022223
130796, -0.203184, -0.198738, -0.0141235, -0.000215426, -0.00125909, 0.0141235, 0.02, 0, -0.000988112, 0.0021641, 0.0190119, 0.0021641
130806, -0.20302, -0.198731, -0.014087, -0.000178427, -0.00126608, 0.014087, 0.02, 0, -0.000802871, 0.00210987, 0.0191971, 0.00210987
130816, -0.20287, -0.19865, -0.0139434, -0.000127092, -0.00134692, 0.0139434, 0.02, 0, -0.000541498, 0.00162326, 0.0194585, 0.00162326
130826, -0.202732, -0.198577, -0.0138155, -6.38515e-05, -0.00142014, 0.0138155, 0.02, 0, -0.00022113, 0.0011849, 0.0197789, 0.0011849
130836, -0.202603, -0.198585, -0.013806, 1.63913e-07, -0.00141238, 0.013806, 0.02, 0, 9.83128e-05, 0.0012224, 0.0200983, 0.0012224
130846, -0.202484, -0.198592, -0.0137945, 8.26567e-05, -0.00140551, 0.0137945, 0.02, 0, 0.000510183, 0.00125553, 0.0205102, 0.00125553
130855, -0.202373, -0.198598, -0.0137813, 0.000172704, -0.00139941, 0.0137813, 0.02, 0, 0.000959866, 0.00128429, 0.0209599, 0.00128429
130866, -0.202268, -0.198603, -0.0137667, 0.000269309, -0.00139402, 0.0137667, 0.02, 0, 0.00144237, 0.00130915, 0.0214424, 0.00130915
130876, -0.202169, -0.198608, -0.0137509, 0.000371546, -0.00138925, 0.0137509, 0.02, 0, 0.00195307, 0.00133051, 0.0219531, 0.00133051
130886, -0.201997, -0.198612, -0.0137378, 0.000401199, -0.00138475, 0.0137378, 0.02, 0, 0.00210092, 0.00134713, 0.0221009, 0.00134713
130895, -0.201614, -0.198617, -0.0137331, 0.000209749, -0.00138009, 0.0137331, 0.02, 0, 0.00114341, 0.0013545, 0.0211434, 0.0013545
130906, -0.201275, -0.198696, -0.0138401, 7.23004e-05, -0.00130072, 0.0138401, 0.02, 0, 0.000451475, 0.00180605, 0.0204515, 0.00180605
130916, -0.20105, -0.198617, -0.0136965, 4.8846e-05, -0.00137989, 0.0136965, 0.02, 0, 0.000338702, 0.00132241, 0.0203387, 0.00132241
130926, -0.200773, -0.198472, -0.0134617, -2.66582e-05, -0.00152521, 0.0134617, 0.02, 0, -3.06227e-05, 0.000449853, 0.0199694, 0.000449853
130936, -0.200525, -0.198489, -0.0134821, -7.31498e-05, -0.00150804, 0.0134821, 0.02, 0, -0.000264061, 0.000544825, 0.0197359, 0.000544825
130946, -0.200303, -0.198504, -0.013497, -9.39369e-05, -0.00149274, 0.013497, 0.02, 0, -0.000368907, 0.000628854, 0.0196311, 0.000628854
130956, -0.200103, -0.198518, -0.0135073, -0.000101805, -0.00147909, 0.0135073, 0.02, 0, -0.000409088, 0.000702731, 0.0195909, 0.000702731
130966, -0.199922, -0.19853, -0.0135138, -8.10772e-05, -0.0014669, 0.0135138, 0.02, 0, -0.000306235, 0.000768965, 0.0196938, 0.000768965
130976, -0.199758, -0.198541, -0.0135171, -4.40925e-05, -0.00145602, 0.0135171, 0.02, 0, -0.00012204, 0.000827837, 0.019878, 0.000827837
130985, -0.199682, -0.19855, -0.0135149, 8.16584e-05, -0.00144653, 0.0135149, 0.02, 0, 0.000506, 0.000882481, 0.020506, 0.000882481
130996, -0.199533, -0.198485, -0.0134014, 0.000134483, -0.00151239, 0.0134014, 0.02, 0, 0.000773692, 0.000488548, 0.0207737, 0.000488548
131006, -0.199396, -0.198575, -0.0135242, 0.000198349, -0.00142209, 0.0135242, 0.02, 0, 0.00108782, 0.00101813, 0.0210878, 0.00101813
131016, -0.199344, -0.198432, -0.0132898, 0.00034824, -0.00156467, 0.0132898, 0.02, 0, 0.00184501, 0.000174386, 0.021845, 0.000174386
131025, -0.199215, -0.198452, -0.0133088, 0.0004116, -0.00154494, 0.0133088, 0.02, 0, 0.00216062, 0.000288663, 0.0221606, 0.000288663
131036, -0.199171, -0.19847, -0.013321, 0.000568315, -0.00152737, 0.013321, 0.02, 0, 0.00294305, 0.00039427, 0.0229431, 0.00039427
131046, -0.198757, -0.198487, -0.0133445, 0.000356466, -0.00151034, 0.0133445, 0.02, 0, 0.00188294, 0.000479497, 0.0218829, 0.000479497
131056, -0.198393, -0.198502, -0.0133626, 0.000193536, -0.00149524, 0.0133626, 0.02, 0, 0.00106749, 0.000554929, 0.0210675, 0.000554929
131066, -0.198, -0.198515, -0.0133777, 1.87755e-06, -0.00148173, 0.0133777, 0.02, 0, 0.000108495, 0.000618787, 0.0201085, 0.000618787
131076, -0.197724, -0.198527, -0.0133872, -7.29412e-05, -0.0014699, 0.0133872, 0.02, 0, -0.000266287, 0.000678625, 0.0197337, 0.000678625
131086, -0.197477, -0.198613, -0.0135122, -0.000127569, -0.00138357, 0.0135122, 0.02, 0, -0.000544313, 0.00118145, 0.0194557, 0.00118145
