QGPIORecord, QRC v6.1.0, 22-12-2021 @ 16:10:09, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, w
270880, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270891, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270901, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270910, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270920, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270930, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270940, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270950, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270960, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270970, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270981, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
270990, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271000, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271010, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271021, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271030, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271040, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271050, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271060, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271070, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271080, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271090, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271100, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271110, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271120, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271130, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271140, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271151, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271160, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271170, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271180, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271191, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271200, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271210, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271220, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271230, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271240, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271250, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271260, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271270, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271280, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271290, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271300, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271310, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271321, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271330, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271340, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271350, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271361, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271370, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271380, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271390, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271400, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
271410, -0.2998, -0.2, 0, 0.00100885, 0, 0.00100885, 0, 2e-08, 0.000135363, 0.14482, 0.142683, 0
