QGPIORecord, QRC v6.1.0, 10-11-2021 @ 15:54:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
1940080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940481, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940651, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1940990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1941000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1941010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
