QGPIORecord, QRC v6.1.0, 10-11-2021 @ 15:53:47, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
1922130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1922991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923040, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923050, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923060, 0.0420749, 4.20398, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923070, 0.129731, 8.76911, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923081, 0.234918, 10.5082, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923090, 0.350624, 11.5741, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923100, 0.473343, 12.2718, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923110, 0.592555, 11.9142, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923121, 0.715273, 12.6295, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923130, 0.841498, 12.2613, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923140, 0.964217, 12.2754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923150, 1.09044, 12.6225, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923161, 1.21316, 12.2718, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923170, 1.33938, 12.6049, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923180, 1.4621, 12.2859, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923190, 1.58833, 12.6225, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923201, 1.71105, 12.2718, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923210, 1.83376, 12.6014, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923220, 1.95999, 12.2894, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923230, 2.08271, 12.2613, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923240, 2.20543, 12.6225, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923251, 2.33165, 12.2754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923260, 2.45437, 12.626, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923270, 2.58059, 12.2613, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923280, 2.70331, 12.6225, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923291, 2.82954, 12.2789, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923300, 2.95576, 12.6155, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923310, 3.07848, 12.2648, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923320, 3.2012, 12.2859, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923331, 3.32742, 12.6155, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923340, 3.45014, 12.6155, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923350, 3.57637, 12.2718, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923360, 3.69909, 12.6155, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923371, 3.82531, 12.2859, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923380, 3.94803, 12.612, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923390, 4.07425, 12.2648, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923400, 4.20048, 12.6225, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923410, 4.3232, 12.2789, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1923421, 4.44591, 12.612, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
