QGPIORecord, QRC v6.1.0, 14-11-2021 @ 14:07:19, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
453710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
453990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
454000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
454010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
454021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
454030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
454040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
