QGPIORecord, QRC v6.1.0, 14-11-2021 @ 14:10:43, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
657801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657811, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
657990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
658991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659371, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659461, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659501, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
659730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
