QGPIORecord, QRC v6.1.0, 14-11-2021 @ 14:12:46, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
781680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
781990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
782480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
