QGPIORecord, QRC v6.1.0, 14-11-2021 @ 14:13:06, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
801130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801411, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
801700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
