QGPIORecord, QRC v6.1.0, 04-12-2021 @ 21:54:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
216421, 10.1506, 9.81046, 10, -0.15057, 0.189535, 5.19909, 5.2606, 0, 0, 0, 0, 0
216430, 9.8315, 9.8315, 10, 0.168498, 0.168498, 5.19933, 5.26595, 0, 0, 0, 0, 0
216440, 10.1541, 10.1576, 10, -0.154077, -0.157582, 5.19952, 5.26611, 0, 0, 0, 0, 0
216451, 9.82449, 10.1611, 10, 0.17551, -0.161089, 5.19981, 5.26135, 0, 0, 0, 0, 0
216461, 10.1541, 9.81046, 10, -0.154077, 0.189535, 5.2001, 5.26178, 0, 0, 0, 0, 0
216470, 9.8315, 10.1751, 10, 0.168498, -0.175114, 5.20029, 5.26199, 0, 0, 0, 0, 0
216480, 10.1541, 9.81046, 10, -0.154077, 0.189535, 5.20048, 5.26221, 0, 0, 0, 0, 0
216491, 9.82449, 10.1681, 10, 0.17551, -0.168101, 5.20077, 5.26253, 0, 0, 0, 0, 0
216501, 10.1541, 9.81046, 10, -0.154077, 0.189535, 5.20105, 5.26285, 0, 0, 0, 0, 0
216510, 10.1751, 10.1611, 10, -0.175114, -0.161089, 5.19665, 5.26327, 0, 0, 0, 0, 0
216520, 10.1681, 9.47737, 10, -0.168101, 0.522629, 5.19206, 5.26867, 0, 0, 0, 0, 0
216530, 10.1751, 9.82449, 10, -0.175114, 0.17551, 5.18746, 5.27909, 0, 0, 0, 0, 0
216541, 10.5012, 9.44932, 10, -0.501194, 0.550678, 5.17841, 5.28993, 0, 0, 0, 0, 0
216550, 10.1751, 9.82098, 10, -0.175114, 0.179017, 5.16936, 5.30082, 0, 0, 0, 0, 0
216560, 10.5047, 9.80696, 10, -0.504701, 0.193042, 5.16027, 5.30638, 0, 0, 0, 0, 0
216570, 10.5257, 9.81748, 10, -0.525738, 0.182523, 5.14648, 5.31198, 0, 0, 0, 0, 0
216581, 10.1786, 9.47737, 10, -0.17862, 0.522629, 5.13705, 5.32251, 0, 0, 0, 0, 0
216591, 10.5047, 9.80345, 10, -0.504701, 0.196548, 5.12791, 5.33324, 0, 0, 0, 0, 0
216600, 10.5257, 9.82449, 10, -0.525738, 0.17551, 5.11412, 5.3388, 0, 0, 0, 0, 0
216610, 10.1716, 9.828, 10, -0.171608, 0.172004, 5.10479, 5.34399, 0, 0, 0, 0, 0
216621, 10.1541, 9.80345, 10, -0.154077, 0.196548, 5.10043, 5.34949, 0, 0, 0, 0, 0
216631, 10.5222, 9.82098, 10, -0.522232, 0.179017, 5.09138, 5.35509, 0, 0, 0, 0, 0
