QGPIORecord, QRC v6.1.0, 08-12-2021 @ 15:14:43, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, xA, xB, vA, vB, Front Distance, xhat(0), Phat(0), nu(0), S(0)
43170, -0.0755111, 0.187407, 0.0188947, -9.78241, -10.105, 0, 0, 0.150085, -0.150189, 2.62568e-08, -0.000143468, 1.31456e-07
43182, -0.0750498, 0.187922, 0.0155836, -9.78241, -10.105, 0, 0, 0.150085, -0.150156, 2.62568e-08, -9.77665e-05, 1.31456e-07
43191, -0.0746637, 0.188352, 0.0132635, -9.78241, -10.105, 0, 0, 0.150085, -0.150133, 2.62568e-08, -6.5729e-05, 1.31456e-07
43200, -0.0740403, 0.189048, 0.0333235, -9.78241, -10.105, 0, 0, 0.150871, -0.150333, 2.62568e-08, 0.000742897, 1.31456e-07
43210, -0.0732506, 0.189929, 0.0256941, -9.78241, -10.105, 0, 0, 0.150085, -0.150257, 2.62568e-08, -0.000237361, 1.31456e-07
43220, -0.0726345, 0.190616, 0.020349, -9.78241, -10.105, 0, 0, 0.150085, -0.150203, 2.62568e-08, -0.000163555, 1.31456e-07
43231, -0.07214, 0.191167, 0.0166029, -9.78241, -10.105, 0, 0, 0.150085, -0.150166, 2.62568e-08, -0.000111833, 1.31456e-07
43241, -0.0717308, 0.191624, 0.0139788, -9.78241, -10.105, 0, 0, 0.150085, -0.15014, 2.62568e-08, -7.55936e-05, 1.31456e-07
43250, -0.0713813, 0.192014, 0.01214, -9.78241, -10.105, 0, 0, 0.150085, -0.150121, 2.62568e-08, -5.0202e-05, 1.31456e-07
43260, -0.0710736, 0.192357, 0.010851, -9.78241, -10.105, 0, 0, 0.150085, -0.150109, 2.62568e-08, -3.241e-05, 1.31456e-07
43271, -0.0705051, 0.192991, 0.0316322, -9.78241, -10.105, 0, 0, 0.150871, -0.150316, 2.62568e-08, 0.000766248, 1.31456e-07
43281, -0.0703245, 0.193193, -0.0181362, -9.78241, -10.105, 0, 0, 0.148539, -0.149819, 2.62568e-08, -0.00176714, 1.31456e-07
43290, -0.0707059, 0.192767, -0.0103608, -9.78241, -10.105, 0, 0, 0.150085, -0.149896, 2.62568e-08, 0.000260502, 1.31456e-07
43300, -0.0709103, 0.192539, -0.0049144, -9.78241, -10.105, 0, 0, 0.150085, -0.149951, 2.62568e-08, 0.000185281, 1.31456e-07
43311, -0.0709907, 0.19245, -0.00109822, -9.78241, -10.105, 0, 0, 0.150085, -0.149989, 2.62568e-08, 0.000132591, 1.31456e-07
43321, -0.0706942, 0.19278, 0.0232592, -9.78241, -10.105, 0, 0, 0.150871, -0.150233, 2.62568e-08, 0.000881851, 1.31456e-07
43330, -0.0701335, 0.193406, 0.0186428, -9.78241, -10.105, 0, 0, 0.150085, -0.150186, 2.62568e-08, -0.000139996, 1.31456e-07
43340, -0.0696778, 0.193914, 0.0154078, -9.78241, -10.105, 0, 0, 0.150085, -0.150154, 2.62568e-08, -9.53227e-05, 1.31456e-07
43351, -0.0687122, 0.194991, 0.0567555, -9.78241, -10.105, 0, 0, 0.151666, -0.150568, 2.62568e-08, 0.00151727, 1.31456e-07
43361, -0.0673892, 0.196467, 0.0421107, -9.78241, -10.105, 0, 0, 0.150085, -0.150421, 2.62568e-08, -0.000464067, 1.31456e-07
43370, -0.0661093, 0.197895, 0.0535354, -9.78241, -10.105, 0, 0, 0.150871, -0.150535, 2.62568e-08, 0.000463799, 1.31456e-07
43380, -0.0645694, 0.199613, 0.0615388, -9.78241, -10.105, 0, 0, 0.150871, -0.150615, 2.62568e-08, 0.000353277, 1.31456e-07
43390, -0.0631376, 0.20121, 0.0454634, -9.78241, -10.105, 0, 0, 0.150085, -0.150455, 2.62568e-08, -0.00051035, 1.31456e-07
43401, -0.0620716, 0.202399, 0.0341997, -9.78241, -10.105, 0, 0, 0.150085, -0.150342, 2.62568e-08, -0.000354812, 1.31456e-07
43411, -0.0612619, 0.203302, 0.026308, -9.78241, -10.105, 0, 0, 0.150085, -0.150263, 2.62568e-08, -0.000245839, 1.31456e-07
43420, -0.0606318, 0.204005, 0.0207782, -9.78241, -10.105, 0, 0, 0.150085, -0.150208, 2.62568e-08, -0.000169486, 1.31456e-07
43430, -0.0606982, 0.203931, -0.0257403, -9.78241, -10.105, 0, 0, 0.148539, -0.149743, 2.62568e-08, -0.00166214, 1.31456e-07
