QGPIORecord, QRC v6.1.0, 23-11-2021 @ 16:58:11, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
1498340, -0.701248, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498351, -1.04837, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498360, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498371, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498380, -0.697742, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498390, -1.04837, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498400, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498411, -0.697742, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498420, -1.04837, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498430, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498440, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498450, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498461, -0.697742, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498470, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498480, -0.701248, -0.697742, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498490, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498501, -1.05187, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498510, -0.347118, -0.697742, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498520, -1.05187, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498530, -0.350624, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498541, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498550, -0.697742, -0.697742, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498560, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498570, -0.701248, -1.05187, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498580, -0.701248, -0.350624, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498591, -0.697742, -1.04837, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498600, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498610, -0.350624, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498620, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498631, -0.697742, -0.697742, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
1498640, -0.701248, -0.701248, 10, -0.171608, 0.533147, 5.84359, 6.69174, 0, 0, 0, 0, 0
