QGPIORecord, QRC v6.1.0, 22-11-2021 @ 10:56:54, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, rA, VoltageState, PositionB, VelocitiyB, CurrentA, CurrentB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
191650, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
191661, 0, 0, 1, 0, 0, 0.0357628, 0.00894071, 0, 0, 0, 0, 0
191670, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191680, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
191690, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191700, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191710, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
191720, 0, 0, 1, 0, 0, 0.0476838, 0, 0, 0, 0, 0, 0
191730, 0, 0, 1, 0, 0, 0.050664, -0.00298024, 0, 0, 0, 0, 0
191740, 0, 0, 1, 0, 0, -0.00894071, 0.0417233, 0, 0, 0, 0, 0
191751, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
191760, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
191770, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
191780, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191791, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
191800, 0, 0, 1, 0, 0, -0.00298024, -0.00298024, 0, 0, 0, 0, 0
191810, 0, 0, 1, 0, 0, -0.00596047, 0.0208616, 0, 0, 0, 0, 0
191820, 0, 0, 1, 0, 0, 0.0149012, -0.00298024, 0, 0, 0, 0, 0
191831, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
191840, 0, 0, 1, 0, 0, 0.0417233, 0.0566245, 0, 0, 0, 0, 0
191850, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
191860, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191870, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
191880, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191890, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191900, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
191910, 0, 0, 1, 0, 0, 0.0447035, -0.00596047, 0, 0, 0, 0, 0
191921, 0, 0, 1, 0, 0, 0.00596047, -0.00298024, 0, 0, 0, 0, 0
191930, 0, 0, 1, 0, 0, 0.050664, 0.00298024, 0, 0, 0, 0, 0
191940, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
191950, 0, 0, 1, 0, 0, -0.00894071, 0.0268221, 0, 0, 0, 0, 0
191961, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
191970, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
191980, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
191990, 0, 0, 1, 0, 0, -0.00894071, 0.0357628, 0, 0, 0, 0, 0
192001, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192010, 0, 0, 1, 0, 0, -0.00298024, -0.0119209, 0, 0, 0, 0, 0
192020, 0, 0, 1, 0, 0, 0.0476838, 0.00298024, 0, 0, 0, 0, 0
192030, 0, 0, 1, 0, 0, 0.0476838, 0, 0, 0, 0, 0, 0
192040, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192051, 0, 0, 1, 0, 0, -0.00596047, 0.0387431, 0, 0, 0, 0, 0
192060, 0, 0, 1, 0, 0, -0.00894071, 0.0476838, 0, 0, 0, 0, 0
192070, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192080, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192091, 0, 0, 1, 0, 0, 0.0119209, -0.00596047, 0, 0, 0, 0, 0
192100, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192110, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
192120, 0, 0, 1, 0, 0, 0, -0.00596047, 0, 0, 0, 0, 0
192131, 0, 0, 1, 0, 0, 0.0268221, -0.00596047, 0, 0, 0, 0, 0
192140, 0, 0, 1, 0, 0, 0.0357628, 0.00894071, 0, 0, 0, 0, 0
192150, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192160, 0, 0, 1, 0, 0, -0.0119209, -0.00894071, 0, 0, 0, 0, 0
192171, 0, 0, 1, 0, 0, -0.00298024, 0.0387431, 0, 0, 0, 0, 0
192180, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192190, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192200, 0, 0, 1, 0, 0, -0.00298024, -0.0119209, 0, 0, 0, 0, 0
192210, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192221, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192230, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
192240, 0, 0, 1, 0, 0, 0.0387431, 0.0566245, 0, 0, 0, 0, 0
192250, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
192261, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192270, 0, 0, 1, 0, 0, 0.00894071, -0.00596047, 0, 0, 0, 0, 0
192280, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192290, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192301, 0, 0, 1, 0, 0, 0, -0.00298024, 0, 0, 0, 0, 0
192310, 0, 0, 1, 0, 0, -0.0119209, -0.00894071, 0, 0, 0, 0, 0
192320, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192330, 0, 0, 1, 0, 0, -0.00596047, -0.00298024, 0, 0, 0, 0, 0
192340, 0, 0, 1, 0, 0, 0.050664, 0, 0, 0, 0, 0, 0
192350, 0, 0, 1, 0, 0, -0.00298024, 0.107288, 0, 0, 0, 0, 0
192360, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192370, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192380, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192391, 0, 0, 1, 0, 0, -0.0119209, -0.0119209, 0, 0, 0, 0, 0
192400, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192410, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192420, 0, 0, 1, 0, 0, 0.0357628, 0.0119209, 0, 0, 0, 0, 0
192431, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192440, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
192450, 0, 0, 1, 0, 0, 0, 0.050664, 0, 0, 0, 0, 0
192460, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192471, 0, 0, 1, 0, 0, -0.0119209, -0.0119209, 0, 0, 0, 0, 0
192480, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192490, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
192500, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192510, 0, 0, 1, 0, 0, -0.0119209, -0.00596047, 0, 0, 0, 0, 0
192520, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
192530, 0, 0, 1, 0, 0, 0, 0.0476838, 0, 0, 0, 0, 0
192540, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192550, 0, 0, 1, 0, 0, 0.0327826, 0.00894071, 0, 0, 0, 0, 0
192561, 0, 0, 1, 0, 0, -0.00596047, 0.0417233, 0, 0, 0, 0, 0
192570, 0, 0, 1, 0, 0, -0.0119209, -0.00894071, 0, 0, 0, 0, 0
192580, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192590, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192601, 0, 0, 1, 0, 0, 0.0387431, 0.00298024, 0, 0, 0, 0, 0
192610, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192620, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
192630, 0, 0, 1, 0, 0, 0.00596047, -0.00298024, 0, 0, 0, 0, 0
192641, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192650, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192660, 0, 0, 1, 0, 0, -0.00596047, 0.0447035, 0, 0, 0, 0, 0
192670, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192680, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192691, 0, 0, 1, 0, 0, -0.00596047, -0.00298024, 0, 0, 0, 0, 0
192700, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192710, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192720, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192731, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
192740, 0, 0, 1, 0, 0, 0.00298024, -0.00298024, 0, 0, 0, 0, 0
192750, 0, 0, 1, 0, 0, -0.00596047, 0.0327826, 0, 0, 0, 0, 0
192760, 0, 0, 1, 0, 0, -0.00596047, 0.0476838, 0, 0, 0, 0, 0
192771, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
192780, 0, 0, 1, 0, 0, 0.0417233, -0.00298024, 0, 0, 0, 0, 0
192790, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192800, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
192811, 0, 0, 1, 0, 0, 0.00298024, -0.00596047, 0, 0, 0, 0, 0
192820, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
192830, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
192840, 0, 0, 1, 0, 0, 0, -0.00596047, 0, 0, 0, 0, 0
192850, 0, 0, 1, 0, 0, 0.0357628, -0.00596047, 0, 0, 0, 0, 0
192861, 0, 0, 1, 0, 0, -0.0119209, -0.0119209, 0, 0, 0, 0, 0
192870, 0, 0, 1, 0, 0, -0.00596047, 0.0357628, 0, 0, 0, 0, 0
192880, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
192890, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192901, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192910, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192920, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
192930, 0, 0, 1, 0, 0, -0.00894071, 0.0357628, 0, 0, 0, 0, 0
192941, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
192950, 0, 0, 1, 0, 0, 0.0327826, -0.00596047, 0, 0, 0, 0, 0
192960, 0, 0, 1, 0, 0, 0.0476838, 0.00298024, 0, 0, 0, 0, 0
192970, 0, 0, 1, 0, 0, -0.0119209, 0.0417233, 0, 0, 0, 0, 0
192980, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
192990, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193000, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
193010, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193020, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193031, 0, 0, 1, 0, 0, 0.0119209, -0.00596047, 0, 0, 0, 0, 0
193040, 0, 0, 1, 0, 0, -0.00298024, -0.0119209, 0, 0, 0, 0, 0
193050, 0, 0, 1, 0, 0, 0.0119209, -0.00298024, 0, 0, 0, 0, 0
193060, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
193071, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193080, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193090, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
193100, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193111, 0, 0, 1, 0, 0, -0.00596047, 0.0447035, 0, 0, 0, 0, 0
193120, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
193130, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193140, 0, 0, 1, 0, 0, 0.050664, 0, 0, 0, 0, 0, 0
193150, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193160, 0, 0, 1, 0, 0, 0.0476838, 0, 0, 0, 0, 0, 0
193170, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193180, 0, 0, 1, 0, 0, -0.00596047, 0.0208616, 0, 0, 0, 0, 0
193190, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193201, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
193210, 0, 0, 1, 0, 0, 0.00894071, -0.00894071, 0, 0, 0, 0, 0
193220, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
193230, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193241, 0, 0, 1, 0, 0, 0, -0.00596047, 0, 0, 0, 0, 0
193250, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193260, 0, 0, 1, 0, 0, 0.0447035, -0.00298024, 0, 0, 0, 0, 0
193270, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
193281, 0, 0, 1, 0, 0, -0.0119209, -0.00894071, 0, 0, 0, 0, 0
193290, 0, 0, 1, 0, 0, -0.00894071, 0.0476838, 0, 0, 0, 0, 0
193300, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
193310, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193320, 0, 0, 1, 0, 0, 0.0476838, 0, 0, 0, 0, 0, 0
193330, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
193340, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
193350, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
193360, 0, 0, 1, 0, 0, 0.00298024, 0.0357628, 0, 0, 0, 0, 0
193371, 0, 0, 1, 0, 0, 0.0298024, 0.00894071, 0, 0, 0, 0, 0
193380, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193390, 0, 0, 1, 0, 0, 0.00596047, -0.00894071, 0, 0, 0, 0, 0
193400, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193411, 0, 0, 1, 0, 0, -0.0119209, -0.00894071, 0, 0, 0, 0, 0
193420, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
193430, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193440, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
193451, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
193460, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193470, 0, 0, 1, 0, 0, 0.0387431, 0.0596047, 0, 0, 0, 0, 0
193480, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193490, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193501, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
193510, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193520, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193530, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
193541, 0, 0, 1, 0, 0, 0.0357628, 0.0119209, 0, 0, 0, 0, 0
193550, 0, 0, 1, 0, 0, -0.00298024, -0.00298024, 0, 0, 0, 0, 0
193560, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193570, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
193581, 0, 0, 1, 0, 0, -0.00596047, 0.050664, 0, 0, 0, 0, 0
193590, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193600, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193610, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
193620, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193630, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
193640, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193650, 0, 0, 1, 0, 0, -0.00596047, 0.0476838, 0, 0, 0, 0, 0
193660, 0, 0, 1, 0, 0, 0.00596047, -0.00596047, 0, 0, 0, 0, 0
193671, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
193680, 0, 0, 1, 0, 0, -0.00894071, 0.0476838, 0, 0, 0, 0, 0
193690, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193700, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193711, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193720, 0, 0, 1, 0, 0, 0.0387431, 0.00596047, 0, 0, 0, 0, 0
193730, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193740, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
193751, 0, 0, 1, 0, 0, 0.00298024, -0.00894071, 0, 0, 0, 0, 0
193760, 0, 0, 1, 0, 0, 0, -0.00894071, 0, 0, 0, 0, 0
193770, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193780, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193790, 0, 0, 1, 0, 0, -0.00596047, 0.0387431, 0, 0, 0, 0, 0
193800, 0, 0, 1, 0, 0, -0.00298024, -0.00298024, 0, 0, 0, 0, 0
193810, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
193820, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193830, 0, 0, 1, 0, 0, -0.00596047, 0.0476838, 0, 0, 0, 0, 0
193841, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193850, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193860, 0, 0, 1, 0, 0, 0, -0.00596047, 0, 0, 0, 0, 0
193870, 0, 0, 1, 0, 0, 0.0119209, 0.0357628, 0, 0, 0, 0, 0
193881, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
193890, 0, 0, 1, 0, 0, -0.0119209, 0.0447035, 0, 0, 0, 0, 0
193900, 0, 0, 1, 0, 0, 0.0447035, 0.00596047, 0, 0, 0, 0, 0
193910, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
193921, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
193930, 0, 0, 1, 0, 0, 0, -0.00596047, 0, 0, 0, 0, 0
193940, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
193950, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
193960, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193971, 0, 0, 1, 0, 0, 0.00298024, -0.00596047, 0, 0, 0, 0, 0
193980, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
193990, 0, 0, 1, 0, 0, -0.0119209, -0.0119209, 0, 0, 0, 0, 0
194000, 0, 0, 1, 0, 0, -0.00298024, -0.0119209, 0, 0, 0, 0, 0
194011, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
194020, 0, 0, 1, 0, 0, -0.0119209, -0.0149012, 0, 0, 0, 0, 0
194030, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194040, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
194051, 0, 0, 1, 0, 0, -0.00894071, 0.0387431, 0, 0, 0, 0, 0
194060, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
194070, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
194080, 0, 0, 1, 0, 0, 0.0983478, 0.00596047, 0, 0, 0, 0, 0
194091, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194100, 0, 0, 1, 0, 0, -0.00894071, 0.0357628, 0, 0, 0, 0, 0
194110, 0, 0, 1, 0, 0, -0.00298024, -0.00298024, 0, 0, 0, 0, 0
194120, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
194130, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
194141, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194150, 0, 0, 1, 0, 0, 0.00596047, -0.00894071, 0, 0, 0, 0, 0
194160, 0, 0, 1, 0, 0, 0, -0.00596047, 0, 0, 0, 0, 0
194170, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
194181, 0, 0, 1, 0, 0, 0.050664, -0.00596047, 0, 0, 0, 0, 0
194190, 0, 0, 1, 0, 0, -0.00298024, -0.00298024, 0, 0, 0, 0, 0
194200, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
194210, 0, 0, 1, 0, 0, -0.00596047, -0.00894071, 0, 0, 0, 0, 0
194221, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
194230, 0, 0, 1, 0, 0, -0.00596047, 0.0417233, 0, 0, 0, 0, 0
194240, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
194250, 0, 0, 1, 0, 0, -0.0119209, -0.0119209, 0, 0, 0, 0, 0
194260, 0, 0, 1, 0, 0, 0.050664, 0, 0, 0, 0, 0, 0
194270, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194280, 0, 0, 1, 0, 0, 0.00596047, -0.00298024, 0, 0, 0, 0, 0
194290, 0, 0, 1, 0, 0, 0.0417233, 0.00596047, 0, 0, 0, 0, 0
194300, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
194311, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
194320, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194330, 0, 0, 1, 0, 0, 0, -0.00894071, 0, 0, 0, 0, 0
194340, 0, 0, 1, 0, 0, -0.00298024, 0.0327826, 0, 0, 0, 0, 0
194351, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
194360, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194370, 0, 0, 1, 0, 0, 0.00298024, -0.00596047, 0, 0, 0, 0, 0
194380, 0, 0, 1, 0, 0, -0.0119209, -0.0119209, 0, 0, 0, 0, 0
194391, 0, 0, 1, 0, 0, 0.0447035, 0, 0, 0, 0, 0, 0
194400, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
194410, 0, 0, 1, 0, 0, -0.00596047, 0.0447035, 0, 0, 0, 0, 0
194420, 0, 0, 1, 0, 0, -0.00894071, -0.00596047, 0, 0, 0, 0, 0
194430, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
194440, 0, 0, 1, 0, 0, 0.0119209, 0, 0, 0, 0, 0, 0
194450, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
194460, 0, 0, 1, 0, 0, -0.00894071, -0.00894071, 0, 0, 0, 0, 0
194470, 0, 0, 1, 0, 0, -0.00298024, -0.00298024, 0, 0, 0, 0, 0
194481, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
194490, 0, 0, 1, 0, 0, 0.050664, 0, 0, 0, 0, 0, 0
194500, 0, 0, 1, 0, 0, -0.00894071, 0.0298024, 0, 0, 0, 0, 0
194510, 0, 0, 1, 0, 0, 0.00298024, -0.00894071, 0, 0, 0, 0, 0
194521, 0, 0, 1, 0, 0, -0.00298024, -0.00596047, 0, 0, 0, 0, 0
194530, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
194540, 0, 0, 1, 0, 0, -0.00298024, -0.00894071, 0, 0, 0, 0, 0
194550, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194561, 0, 0, 1, 0, 0, -0.00596047, -0.0119209, 0, 0, 0, 0, 0
194570, 0, 0, 1, 0, 0, -0.00596047, -0.00596047, 0, 0, 0, 0, 0
194580, 0, 0, 1, 0, 0, 0.00298024, -0.00596047, 0, 0, 0, 0, 0
194590, 0, 0, 1, 0, 0, -0.00894071, 0.0447035, 0, 0, 0, 0, 0
194600, 0, 0, 1, 0, 0, 0.0298024, 0.00596047, 0, 0, 0, 0, 0
194611, 0, 0, 1, 0, 0, -0.00894071, -0.0119209, 0, 0, 0, 0, 0
