QGPIORecord, QRC v6.1.0, 23-11-2021 @ 16:57:32, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
1459510, -0.697742, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459520, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459531, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459540, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459550, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459560, -0.350624, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459570, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459580, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459591, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459600, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459610, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459620, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459631, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459640, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459650, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459660, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459671, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459680, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459690, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459700, -0.347118, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459710, -0.701248, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459721, -0.350624, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459730, -0.701248, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459740, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459750, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459761, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459770, -0.350624, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459780, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459790, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459801, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459810, -0.697742, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459820, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459830, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459841, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459850, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459860, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459870, -0.697742, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459880, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459891, -0.347118, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459900, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459910, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459920, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459931, -0.350624, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459940, -0.350624, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459950, -0.701248, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459960, -0.347118, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459971, -0.347118, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459980, -0.347118, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1459990, -0.701248, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460000, -0.347118, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460011, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460020, -0.697742, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460030, -0.350624, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460040, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460050, -0.347118, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460061, -0.697742, -0.347118, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460070, -0.350624, -0.697742, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460080, -0.701248, -0.350624, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460090, -0.701248, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
1460101, -0.350624, -0.701248, -10, 0.157582, -0.182523, -4.34739, -4.70466, 0, 0, 0, 0, 0
