QGPIORecord, QRC v6.1.0, 23-11-2021 @ 17:13:26, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
2413950, -1.05187, -0.697742, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2413962, -0.697742, -1.05187, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2413970, -1.05187, -0.697742, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2413980, -0.697742, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2413990, -0.701248, -1.05187, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414001, -1.05187, -0.347118, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414010, -0.701248, -1.04837, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414020, -1.04837, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414030, -0.701248, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414041, -1.05187, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414050, -0.697742, -0.697742, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414060, -1.05187, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414070, -0.701248, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414081, -1.04837, -0.347118, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414090, -0.697742, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414100, -0.701248, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414110, -0.697742, -0.347118, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414120, -1.04837, -0.697742, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414131, -0.697742, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414140, -1.05187, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414150, -0.701248, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414160, -1.05187, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414171, -1.04837, -1.04837, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414180, -0.701248, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414190, -1.05187, -1.05187, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414200, -1.05187, -0.701248, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414211, -1.04837, -1.05187, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
2414220, -0.697742, -0.697742, -10, -0.172004, 0.185633, -4.39011, -4.2082, 0, 0, 0, 0, 0
