QGPIORecord, QRC v6.1.0, 23-11-2021 @ 17:14:18, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
2465820, -1.05187, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465831, -1.05187, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465841, -0.701248, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465850, -0.701248, -0.697742, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465860, -0.701248, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465870, -0.701248, -0.350624, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465881, -0.701248, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465890, -0.697742, -0.697742, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465900, -0.701248, -0.350624, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465910, -1.05187, -0.697742, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465921, -0.701248, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465930, -1.04837, -0.347118, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465940, -0.701248, -0.701248, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465950, -1.05187, -0.350624, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465960, -0.701248, -0.350624, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465971, -1.04837, -0.697742, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465980, -0.697742, -0.697742, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
2465990, -1.05187, -0.350624, -10, 0.171608, 0.168101, -4.15417, -4.19861, 0, 0, 0, 0, 0
