QGPIORecord, QRC v6.1.0, 23-11-2021 @ 17:16:07, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
2574490, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574501, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574511, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574520, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574530, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574540, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574551, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574560, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574570, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574580, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574590, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574600, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574610, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574620, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574630, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574640, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574650, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574660, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574670, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574681, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574690, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574700, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574710, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574721, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574730, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574740, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574750, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574760, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574770, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
2574780, 0, 0, -10, -0.179017, 0.171608, -5.05889, -5.37393, 0, 0, 0, 0, 0
