QGPIORecord, QRC v6.1.0, 18-11-2021 @ 01:09:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
610340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610352, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
610750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
