QGPIORecord, QRC v6.1.0, 18-11-2021 @ 01:05:25, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
390480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
390960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
