QGPIORecord, QRC v6.1.0, 18-11-2021 @ 01:25:24, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
1590720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590831, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1590990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1591070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
