QGPIORecord, QRC v6.1.0, 18-11-2021 @ 01:08:55, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
600470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600791, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
600990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
601360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
