QGPIORecord, QRC v6.1.0, 18-11-2021 @ 01:22:20, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
1405911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1405990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1406660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
