QGPIORecord, QRC v6.1.0, 08-12-2021 @ 16:56:48, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), NaN, nu(0), S(0)
15650, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15662, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15670, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15680, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15690, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15700, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15710, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15720, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15730, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15740, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15750, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15760, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15770, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15780, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15791, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15800, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15810, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15820, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15831, 0, 0, 0, 0, 0, 0, 0, 0.359796, 0, 0, 0, 0
15840, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15850, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15860, 0, 0, 0, 0, 0, 0, 0, 0.359796, 0, 0, 0, 0
15870, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15880, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15890, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15900, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15910, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
15920, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15930, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15940, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15950, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15961, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15970, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
15980, 0, 0, 0, 0, 0, 0, 0, 0.345653, 0, 0, 0, 0
15990, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
