QGPIORecord, QRC v6.1.0, 08-12-2021 @ 17:03:49, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), NaN, nu(0), S(0)
47870, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47880, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47891, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47900, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47910, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47920, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.350238, -0.156724, 0, 0.0925518, 9.55081e-07
47930, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.345653, -0.156724, 0, 0.0925518, 9.55081e-07
47940, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.350238, -0.156724, 0, 0.0925518, 9.55081e-07
47950, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47961, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.359796, -0.156724, 0, 0.0925518, 9.55081e-07
47970, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47980, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
47990, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.350238, -0.156724, 0, 0.0925518, 9.55081e-07
48001, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48010, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.350238, -0.156724, 0, 0.0925518, 9.55081e-07
48020, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48030, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48040, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48050, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48060, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48070, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48080, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.350238, -0.156724, 0, 0.0925518, 9.55081e-07
48091, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48100, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48110, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.359796, -0.156724, 0, 0.0925518, 9.55081e-07
48120, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
48131, 0, 0, 0, 3.09114e-09, -0.00323653, 0, 0, 0.354951, -0.156724, 0, 0.0925518, 9.55081e-07
