QGPIORecord, QRC v6.1.0, 07-12-2021 @ 11:08:37, Windows 10 Version 2009, 10.0.19042, x86_64
Time, ra, va, VoltageState, rb, vb, ia, ib, volta, voltb, ValueIn9, ValueIn10, ValueIn11
18170, 1.95648, 20.3362, 1, 1.94596, 19.635, 0.217557, 0.220537, 12, 12, 0, 0, 0
18181, 2.16335, 20.6868, 1, 2.14582, 19.9856, 0.208616, 0.223518, 12, 12, 0, 0, 0
18191, 2.36671, 20.6868, 1, 2.34568, 19.642, 0.205636, 0.223518, 12, 12, 0, 0, 0
18200, 2.57358, 20.6868, 1, 2.54203, 19.9926, 0.199676, 0.226498, 12, 12, 0, 0, 0
18210, 2.77694, 20.3257, 1, 2.73487, 19.2598, 0.205636, 0.244379, 12, 12, 0, 0, 0
18221, 2.98381, 20.3432, 1, 2.93122, 19.635, 0.202656, 0.241399, 12, 12, 0, 0, 0
18231, 3.18717, 20.3257, 1, 3.12056, 18.9232, 0.208616, 0.25332, 12, 12, 0, 0, 0
18240, 3.39054, 20.3432, 1, 3.3134, 19.3124, 0.214577, 0.244379, 12, 12, 0, 0, 0
18250, 3.5939, 20.3362, 1, 3.50624, 19.2668, 0.208616, 0.25034, 12, 12, 0, 0, 0
18260, 3.80077, 21.0094, 1, 3.70259, 19.6244, 0.196696, 0.241399, 12, 12, 0, 0, 0
18271, 4.00763, 20.7009, 1, 3.89543, 19.2984, 0.193715, 0.25332, 12, 12, 0, 0, 0
18280, 4.211, 19.9926, 1, 4.08828, 19.2738, 0.211597, 0.2563, 12, 12, 0, 0, 0
18290, 4.41436, 20.3432, 1, 4.28112, 19.3054, 0.211597, 0.24736, 12, 12, 0, 0, 0
18300, 4.62123, 20.7009, 1, 4.48098, 19.961, 0.202656, 0.232458, 12, 12, 0, 0, 0
18311, 4.82809, 21.0199, 1, 4.67733, 19.635, 0.202656, 0.235439, 12, 12, 0, 0, 0
18321, 5.03146, 20.3502, 1, 4.87368, 19.6244, 0.205636, 0.232458, 12, 12, 0, 0, 0
18330, 5.23833, 20.6588, 1, 5.07003, 19.635, 0.196696, 0.238419, 12, 12, 0, 0, 0
18340, 5.4487, 20.6868, 1, 5.26988, 19.9926, 0.196696, 0.229478, 12, 12, 0, 0, 0
18351, 5.65557, 21.062, 1, 5.46974, 19.9996, 0.193715, 0.226498, 12, 12, 0, 0, 0
18361, 5.86594, 20.6342, 1, 5.66609, 19.6034, 0.193715, 0.226498, 12, 12, 0, 0, 0
18370, 6.07632, 21.0445, 1, 5.86244, 19.649, 0.187755, 0.235439, 12, 12, 0, 0, 0
18380, 6.28319, 21.0515, 1, 6.05879, 19.6244, 0.193715, 0.241399, 12, 12, 0, 0, 0
18391, 6.49356, 20.6868, 1, 6.25163, 19.2843, 0.190735, 0.25332, 12, 12, 0, 0, 0
18401, 6.69342, 19.9505, 1, 6.44097, 18.9232, 0.208616, 0.2563, 12, 12, 0, 0, 0
18410, 6.88977, 20.0171, 1, 6.6303, 18.9547, 0.226498, 0.262261, 12, 12, 0, 0, 0
18420, 7.08611, 19.656, 1, 6.82315, 19.2913, 0.235439, 0.24736, 12, 12, 0, 0, 0
18430, 7.28597, 19.6244, 1, 7.01599, 19.2738, 0.232458, 0.241399, 12, 12, 0, 0, 0
18441, 7.48933, 20.3011, 1, 7.21234, 19.6034, 0.223518, 0.238419, 12, 12, 0, 0, 0
18450, 7.68919, 19.9996, 1, 7.4122, 19.9926, 0.223518, 0.232458, 12, 12, 0, 0, 0
18460, 7.88904, 20.0066, 1, 7.60854, 19.649, 0.226498, 0.229478, 12, 12, 0, 0, 0
18470, 8.0889, 20.2871, 1, 7.80489, 19.9751, 0.229478, 0.223518, 12, 12, 0, 0, 0
18481, 8.29226, 20.0066, 1, 8.00826, 19.9856, 0.217557, 0.214577, 12, 12, 0, 0, 0
18491, 8.49913, 21.0445, 1, 8.21162, 20.3257, 0.199676, 0.220537, 12, 12, 0, 0, 0
18500, 8.706, 20.3117, 1, 8.41147, 19.9996, 0.205636, 0.223518, 12, 12, 0, 0, 0
18510, 8.91287, 20.7009, 1, 8.60782, 19.2738, 0.202656, 0.232458, 12, 12, 0, 0, 0
18521, 9.11272, 20.3572, 1, 8.80067, 19.656, 0.214577, 0.235439, 12, 12, 0, 0, 0
18531, 9.31959, 20.3187, 1, 8.99702, 19.6034, 0.208616, 0.241399, 12, 12, 0, 0, 0
18540, 9.51945, 20.3572, 1, 9.18986, 19.3229, 0.211597, 0.241399, 12, 12, 0, 0, 0
18550, 9.72281, 19.9435, 1, 9.38621, 19.6104, 0.220537, 0.241399, 12, 12, 0, 0, 0
18561, 9.92266, 20.0171, 1, 9.57905, 19.2843, 0.217557, 0.241399, 12, 12, 0, 0, 0
18571, 10.1295, 20.6342, 1, 9.77891, 19.968, 0.211597, 0.235439, 12, 12, 0, 0, 0
18580, 10.3364, 20.7359, 1, 9.97175, 19.2984, 0.199676, 0.241399, 12, 12, 0, 0, 0
18590, 10.5363, 20.3362, 1, 10.1681, 19.3229, 0.217557, 0.241399, 12, 12, 0, 0, 0
18600, 10.7361, 19.6174, 1, 10.3609, 19.5929, 0.223518, 0.238419, 12, 12, 0, 0, 0
18611, 10.9395, 20.3187, 1, 10.5643, 20.3187, 0.223518, 0.217557, 12, 12, 0, 0, 0
18620, 11.1393, 20.3502, 1, 10.7677, 20.3572, 0.220537, 0.211597, 12, 12, 0, 0, 0
18630, 11.3427, 19.961, 1, 10.971, 20.3187, 0.226498, 0.208616, 12, 12, 0, 0, 0
18640, 11.5425, 20.0312, 1, 11.1709, 19.9926, 0.223518, 0.205636, 12, 12, 0, 0, 0
18651, 11.7459, 20.3011, 1, 11.3778, 20.6763, 0.220537, 0.196696, 12, 12, 0, 0, 0
18661, 11.9458, 20.3362, 1, 11.5811, 20.3257, 0.223518, 0.202656, 12, 12, 0, 0, 0
18670, 12.1491, 20.3502, 1, 11.7845, 20.3818, 0.220537, 0.202656, 12, 12, 0, 0, 0
18680, 12.356, 20.3362, 1, 11.9913, 20.6448, 0.214577, 0.202656, 12, 12, 0, 0, 0
18691, 12.5594, 20.3257, 1, 12.1912, 19.9926, 0.217557, 0.211597, 12, 12, 0, 0, 0
18701, 12.7557, 19.635, 1, 12.384, 19.2668, 0.226498, 0.235439, 12, 12, 0, 0, 0
18710, 12.9521, 19.9856, 1, 12.5804, 19.649, 0.232458, 0.235439, 12, 12, 0, 0, 0
18720, 13.1484, 19.2984, 1, 12.7767, 19.635, 0.244379, 0.232458, 12, 12, 0, 0, 0
18731, 13.3377, 18.9337, 1, 12.9731, 19.635, 0.262261, 0.232458, 12, 12, 0, 0, 0
18741, 13.5271, 18.9232, 1, 13.1694, 19.6244, 0.268221, 0.229478, 12, 12, 0, 0, 0
18750, 13.7199, 19.2598, 1, 13.3693, 19.649, 0.25928, 0.226498, 12, 12, 0, 0, 0
18760, 13.9163, 19.649, 1, 13.5656, 19.9926, 0.25034, 0.226498, 12, 12, 0, 0, 0
18770, 14.1161, 19.9751, 1, 13.7655, 19.961, 0.238419, 0.220537, 12, 12, 0, 0, 0
18781, 14.3125, 19.9751, 1, 13.9654, 19.9926, 0.235439, 0.214577, 12, 12, 0, 0, 0
18791, 14.5123, 19.9751, 1, 14.1687, 20.3187, 0.238419, 0.211597, 12, 12, 0, 0, 0
18800, 14.7122, 19.656, 1, 14.3721, 20.3502, 0.232458, 0.205636, 12, 12, 0, 0, 0
18810, 14.9191, 20.6763, 1, 14.5754, 20.3502, 0.214577, 0.208616, 12, 12, 0, 0, 0
18821, 15.1224, 20.3362, 1, 14.7753, 19.961, 0.214577, 0.220537, 12, 12, 0, 0, 0
18831, 15.3258, 20.3362, 1, 14.9717, 19.6244, 0.214577, 0.229478, 12, 12, 0, 0, 0
18840, 15.5256, 19.9996, 1, 15.168, 19.642, 0.223518, 0.229478, 12, 12, 0, 0, 0
18850, 15.7255, 20.3257, 1, 15.3679, 20.0066, 0.220537, 0.226498, 12, 12, 0, 0, 0
18861, 15.9254, 19.9856, 1, 15.5642, 19.642, 0.226498, 0.229478, 12, 12, 0, 0, 0
18871, 16.1252, 19.6174, 1, 15.7641, 19.6104, 0.226498, 0.229478, 12, 12, 0, 0, 0
18880, 16.3216, 19.9751, 1, 15.9534, 19.2843, 0.229478, 0.244379, 12, 12, 0, 0, 0
18890, 16.5249, 19.9926, 1, 16.1533, 19.9856, 0.226498, 0.232458, 12, 12, 0, 0, 0
18900, 16.7283, 20.3432, 1, 16.3531, 19.9751, 0.220537, 0.226498, 12, 12, 0, 0, 0
18911, 16.9246, 19.6244, 1, 16.5495, 19.6244, 0.229478, 0.226498, 12, 12, 0, 0, 0
18920, 17.121, 19.649, 1, 16.7458, 19.656, 0.241399, 0.232458, 12, 12, 0, 0, 0
18930, 17.3173, 19.9996, 1, 16.9492, 20.3432, 0.238419, 0.214577, 12, 12, 0, 0, 0
18940, 17.5172, 19.635, 1, 17.1525, 20.3187, 0.238419, 0.211597, 12, 12, 0, 0, 0
18951, 17.717, 19.9435, 1, 17.3559, 20.3187, 0.232458, 0.205636, 12, 12, 0, 0, 0
18961, 17.9169, 20.0241, 1, 17.5593, 20.3362, 0.229478, 0.202656, 12, 12, 0, 0, 0
18970, 18.1168, 20.3011, 1, 17.7661, 20.7009, 0.229478, 0.190735, 12, 12, 0, 0, 0
18980, 18.3201, 19.9996, 1, 17.973, 20.6868, 0.229478, 0.193715, 12, 12, 0, 0, 0
18991, 18.52, 19.961, 1, 18.1799, 20.6763, 0.223518, 0.196696, 12, 12, 0, 0, 0
19001, 18.7233, 20.3502, 1, 18.3832, 20.3257, 0.220537, 0.199676, 12, 12, 0, 0, 0
19010, 18.9267, 20.3432, 1, 18.5866, 20.3502, 0.220537, 0.205636, 12, 12, 0, 0, 0
19020, 19.1195, 19.635, 1, 18.7829, 19.656, 0.238419, 0.217557, 12, 12, 0, 0, 0
19031, 19.3159, 19.2598, 1, 18.9828, 19.961, 0.25034, 0.217557, 12, 12, 0, 0, 0
19041, 19.5052, 19.3054, 1, 19.1862, 20.3432, 0.262261, 0.211597, 12, 12, 0, 0, 0
19050, 19.6911, 18.2465, 1, 19.3825, 19.6244, 0.283122, 0.226498, 12, 12, 0, 0, 0
19060, 19.8769, 18.5655, 1, 19.5789, 19.635, 0.289083, 0.223518, 12, 12, 0, 0, 0
19070, 20.0662, 18.9092, 1, 19.7787, 19.635, 0.271201, 0.220537, 12, 12, 0, 0, 0
19081, 20.2626, 19.6244, 1, 19.9821, 20.6693, 0.2563, 0.211597, 12, 12, 0, 0, 0
19090, 20.4589, 19.642, 1, 20.1854, 20.3362, 0.25034, 0.202656, 12, 12, 0, 0, 0
19100, 20.6553, 19.642, 1, 20.3888, 20.3502, 0.24736, 0.202656, 12, 12, 0, 0, 0
19110, 20.8516, 19.9856, 1, 20.5887, 19.9926, 0.241399, 0.205636, 12, 12, 0, 0, 0
19121, 21.0515, 19.642, 1, 20.7955, 20.6693, 0.238419, 0.199676, 12, 12, 0, 0, 0
19131, 21.2548, 20.3432, 1, 20.9989, 20.3257, 0.223518, 0.205636, 12, 12, 0, 0, 0
