QGPIORecord, QRC v6.1.0, 15-12-2021 @ 21:31:46, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
124691, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124702, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124711, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124722, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124731, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124741, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124751, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124762, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124772, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124781, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124791, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124802, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124812, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124821, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124831, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124841, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124852, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124861, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124871, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124881, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124892, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124901, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124911, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
124921, -0.3, -0.2, 0, 5e-09, 0, 5e-09, 0, 0, 5e-09, 0.150085, 0.128881, 0
