QGPIORecord, QRC v6.1.0, 15-12-2021 @ 21:22:18, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
13290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13571, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
13941, -0.3, -0.2, 0, 0.0001, 0, 0.0001, 0, 0, 0.03, 0, 0, 0
13952, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
13962, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
13971, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
13981, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
13991, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14002, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14011, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14021, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14031, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14042, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14052, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14061, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14071, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14082, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14092, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14101, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14111, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14121, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14132, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14141, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14151, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14161, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14172, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14181, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14191, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14201, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14212, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14222, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14231, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14241, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14252, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14262, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14271, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14281, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14291, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14302, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14311, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14321, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14331, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14342, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14351, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14361, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14371, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14382, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14392, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14401, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14411, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14422, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14432, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14441, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14451, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14461, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14472, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14481, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14491, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14501, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14512, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14522, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14531, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14541, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14552, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14562, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14571, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14581, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14592, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14602, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14611, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14621, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14631, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14642, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14651, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14661, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14671, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14682, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14692, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14701, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14711, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14722, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14732, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14741, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
14751, -0.3, -0.2, 0, 1e-07, 0, 1e-07, 0, 0, 1e-07, 0, 0, 0
