QGPIORecord, QRC v6.1.0, 15-12-2021 @ 21:24:06, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
6970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7341, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
