QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:45:54, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
590100, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590111, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590120, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590131, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590140, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590150, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590160, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590171, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590180, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590190, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590200, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590211, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590220, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590230, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590240, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590251, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590260, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590270, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590280, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590290, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590301, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590310, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590320, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590330, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590341, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590350, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590360, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590370, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590381, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590390, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590400, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590410, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590420, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590430, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590440, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590450, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590460, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590471, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590480, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590490, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590500, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590511, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590520, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590530, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590540, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590551, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590560, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590570, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
590580, 0, 0, 0, 0, 0, 0.032124, 0.291256, 0, 0, 0, 0, 0
