QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:46:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
602640, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602650, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602660, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602671, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602680, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602690, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602700, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602711, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602720, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602730, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602740, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602750, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602761, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602770, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602780, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602790, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602801, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602810, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602820, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602830, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602841, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602850, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602860, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602870, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602881, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602890, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602900, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602910, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602920, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602931, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
602940, 0, 0, 0, 0, 0, 0.281654, 0.2784, 0, 0, 0, 0, 0
