QGPIORecord, QRC v6.1.0, 10-11-2021 @ 13:55:42, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
241950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
241990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242691, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242861, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
242991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243070, 0.0385687, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243081, 0.126225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243090, 0.234918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243100, 0.350624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243110, 0.473343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243121, 0.596061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243130, 0.71878, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243140, 0.845004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243150, 0.971229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243161, 1.09395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243170, 1.21667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243180, 1.33938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243190, 1.46561, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243201, 1.58833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243210, 1.71455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243220, 1.84078, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243230, 1.9635, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243240, 2.08972, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243251, 2.21594, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243260, 2.33866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243270, 2.46489, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243280, 2.59111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243291, 2.71383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243300, 2.84006, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243310, 2.96628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243320, 3.089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243331, 3.21522, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243340, 3.33794, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243350, 3.46417, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243360, 3.58689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243371, 3.7096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243380, 3.83583, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243390, 3.96205, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243400, 4.08477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243410, 4.211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243421, 4.33722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243430, 4.46345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243440, 4.58967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243450, 4.71239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243461, 4.83511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243470, 4.96133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243480, 5.08756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243490, 5.21028, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243501, 5.3365, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243510, 5.46272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243520, 5.58895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243530, 5.71167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243540, 5.83789, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243550, 5.96061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243560, 6.04125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243570, 6.07281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243580, 6.08684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243591, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243600, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243610, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243620, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243631, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243640, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243650, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243660, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243671, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243680, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243690, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243700, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243710, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243720, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243730, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243740, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243750, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243760, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243770, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243780, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243790, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243801, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243810, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243820, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243830, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243841, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243850, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243860, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243870, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243880, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243890, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243900, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243910, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243920, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243931, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243940, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243950, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243960, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243971, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243980, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
243990, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244000, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244011, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244020, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244030, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244040, 6.09034, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244050, 6.13242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244061, 6.22007, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244070, 6.32877, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244080, 6.44447, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244090, 6.56719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244101, 6.68991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244110, 6.81263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244120, 6.93885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244130, 7.06157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244141, 7.18429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244150, 7.30701, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244160, 7.43323, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244170, 7.55946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244180, 7.68218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244191, 7.8084, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244200, 7.93463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244210, 8.05734, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244220, 8.18357, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244231, 8.30979, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244240, 8.43251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244250, 8.55874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244260, 8.68496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244271, 8.80768, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244280, 8.9339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244290, 9.06013, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244300, 9.18285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244311, 9.30907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244320, 9.4353, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244330, 9.55801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244340, 9.68073, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244350, 9.80345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244361, 9.92968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244370, 10.0559, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244380, 10.1821, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244390, 10.3048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244401, 10.4311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244410, 10.5573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244420, 10.68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244430, 10.8062, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244441, 10.929, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244450, 11.0552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244460, 11.1814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244470, 11.3041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244481, 11.4303, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244490, 11.5566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244500, 11.6828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244510, 11.8055, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244520, 11.9317, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244531, 12.0545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244540, 12.1351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244550, 12.1667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244560, 12.1807, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244571, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244580, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244590, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244600, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244611, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244620, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244630, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244640, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244651, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244660, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244670, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244680, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244690, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244700, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244710, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244720, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244730, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244741, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
244750, 12.1842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
