QGPIORecord, QRC v6.1.0, 10-11-2021 @ 13:56:36, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, ValueIn1, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
296100, 8.86729, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296111, 9.05662, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296120, 9.17934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296130, 9.22492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296140, 9.24596, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296151, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296160, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296170, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296180, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296190, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296200, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296210, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296220, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296230, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296240, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296250, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296260, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296270, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296281, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296290, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296300, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296310, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296321, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296330, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296340, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296350, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296360, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296370, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296380, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296390, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296400, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296411, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296420, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296430, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296440, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296451, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296460, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296470, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296480, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296491, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296500, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296510, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296520, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296530, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296540, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296550, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296560, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296570, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296581, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296590, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296600, 9.25297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296610, 9.31608, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296621, 9.44582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296630, 9.6071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296640, 9.78592, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296650, 9.96825, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296660, 10.1541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296671, 10.3434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296680, 10.5292, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296690, 10.7186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296700, 10.9114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296711, 11.1008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296720, 11.2901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296730, 11.4829, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296740, 11.6723, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296751, 11.8616, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296760, 12.051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296770, 12.2438, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296780, 12.4331, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296791, 12.6225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296800, 12.8083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296810, 13.0011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296820, 13.1905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296830, 13.3798, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296841, 13.5727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296850, 13.762, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296860, 13.9513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296870, 14.1407, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296881, 14.3335, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296890, 14.5229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296900, 14.7122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296910, 14.905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296921, 15.0909, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296930, 15.2802, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296940, 15.4695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296950, 15.6624, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296961, 15.8517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296970, 16.0446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296980, 16.2304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
296990, 16.4232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297000, 16.6126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297011, 16.8019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297020, 16.9948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297030, 17.1841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297040, 17.3734, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297051, 17.5628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297060, 17.7521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297070, 17.9449, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297080, 18.1343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297091, 18.3236, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297100, 18.4463, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297110, 18.4919, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297120, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297131, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297140, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297150, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297160, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297170, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297180, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297190, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297200, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297210, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297221, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297230, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297240, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297250, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297261, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297270, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297280, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297290, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297300, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297310, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297320, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297330, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297340, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297350, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297360, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297370, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297380, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297391, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297400, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297410, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297420, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297431, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297440, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297450, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297460, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297470, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297480, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297490, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297500, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297510, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297520, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297530, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297540, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297550, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297561, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297570, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297580, 18.5024, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297590, 18.562, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297601, 18.6918, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297610, 18.8531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297620, 19.0284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297630, 19.2142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297640, 19.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297651, 19.5894, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297660, 19.7787, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297670, 19.968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297680, 20.1574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297691, 20.3467, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297700, 20.5361, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297710, 20.7254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297720, 20.9147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297731, 21.1041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297740, 21.2934, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297750, 21.4862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297760, 21.6756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297771, 21.8649, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297781, 22.0578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297790, 22.2471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297800, 22.4364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297810, 22.6258, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297821, 22.8151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297830, 23.008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297840, 23.1973, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297850, 23.3866, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297861, 23.576, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297870, 23.7688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297880, 23.9582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297890, 24.1475, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297901, 24.3368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297910, 24.5297, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297920, 24.7155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297930, 24.9048, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297940, 25.0977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297950, 25.287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297960, 25.4764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297970, 25.6692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297980, 25.8585, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
297991, 26.0479, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298000, 26.2372, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298010, 26.4301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298020, 26.6194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298031, 26.8087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298040, 26.9981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298050, 27.1874, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298060, 27.3767, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298071, 27.5661, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298080, 27.6888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
298090, 27.7379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
