QGPIORecord, QRC v6.1.0, 10-11-2021 @ 15:25:00, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, ValueIn2, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
193760, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193910, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
193990, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
194200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
