QGPIORecord, QRC v6.1.0, 20-12-2021 @ 21:41:12, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, -, -, -, -, -
308321, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308331, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308340, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308350, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308361, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308370, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308380, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308390, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308401, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308410, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308420, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308430, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308441, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308450, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308460, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308470, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308481, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308490, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308500, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308510, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308520, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308531, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308540, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308550, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308560, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308571, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308580, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308590, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308600, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308611, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308620, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308630, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308640, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308651, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308660, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308670, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308680, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308690, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308701, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308710, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308720, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308730, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308741, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308750, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308760, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308770, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308781, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308790, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308800, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308810, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308820, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308831, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308840, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308850, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308860, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308871, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308880, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308890, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308900, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308911, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308920, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308930, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308940, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308951, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308960, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308970, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308980, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
308990, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309001, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309010, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309020, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309030, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309041, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309050, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309060, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309070, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309081, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309090, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309100, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309110, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309121, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309130, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309140, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309150, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309160, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309171, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309180, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309190, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
309200, 0, 0, 0, 0, 0, 0.419028, 0.529726, 0, 0, 0, 0, 0
