QGPIORecord, QRC v6.1.0, 16-12-2021 @ 10:21:24, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
143972, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
143982, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
143992, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144002, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144012, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144021, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144031, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144041, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144052, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144062, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144071, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144081, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144092, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144102, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144111, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144121, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
144132, -0.200674, -0.370658, -1.5708, 3e-07, 0, 3e-07, 0, 0, 3e-07, 0.156633, 0.145547, 0
