QGPIORecord, QRC v6.1.0, 16-12-2021 @ 10:15:05, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, P11, P12, P22, P13, P23, P33, y1, y2, -
502450, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502461, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502470, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502480, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502490, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502500, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502510, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502520, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502531, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502540, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502550, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502560, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502571, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502580, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502590, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502600, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502610, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502620, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502630, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502640, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502650, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502661, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502670, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502680, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502690, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502701, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502710, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502720, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502730, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502740, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502750, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502760, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502770, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502780, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502790, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502800, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502810, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502820, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502831, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502840, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502850, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502860, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502871, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502880, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502890, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502900, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502910, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502920, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502930, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502940, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502950, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502960, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502970, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502980, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
502990, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503001, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503010, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503020, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503030, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503041, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503050, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503060, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503070, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503080, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503090, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503100, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503110, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503120, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503130, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503140, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503150, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503160, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503171, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503180, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503190, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503200, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503211, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503220, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503230, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503240, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503250, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503260, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503270, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503280, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503290, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503301, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503310, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503320, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503330, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503341, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503350, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503360, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503370, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503380, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503390, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503400, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503410, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503420, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503430, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503440, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503450, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503460, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503471, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503480, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503490, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503500, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503511, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503520, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503530, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503540, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503550, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503560, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503570, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503580, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503590, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503600, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503610, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
503620, -0.205013, -0.357403, -1.5708, 5e-07, 0, 5e-07, 0, 0, 5e-07, 0.160144, 0.13235, 0
