QGPIORecord, QRC v6.1.0, 21-12-2021 @ 00:30:15, Windows 10 Version 2009, 10.0.19042, x86_64
Time, y1, y2, x1, x2, x3, P11, P12, P22, P13, P23, P33, ValueIn11
965355, 0.249098, 0.148539, -0.2897, -0.213529, -0.191934, 0, 0, 0, 0, 0, 0, 0
965364, 0.24683, 0.147779, -0.289526, -0.213563, -0.194065, 0, 0, 0, 0, 0, 0, 0
965374, 0.249098, 0.148539, -0.289334, -0.21372, -0.199399, 0, 0, 0, 0, 0, 0, 0
965385, 0.24683, 0.148539, -0.289142, -0.2138, -0.201725, 0, 0, 0, 0, 0, 0, 0
965395, 0.24683, 0.147779, -0.288966, -0.213835, -0.203864, 0, 0, 0, 0, 0, 0, 0
965404, 0.24683, 0.147027, -0.288807, -0.213829, -0.205825, 0, 0, 0, 0, 0, 0, 0
965414, 0.24683, 0.147779, -0.28863, -0.21387, -0.208075, 0, 0, 0, 0, 0, 0, 0
965425, 0.249098, 0.148539, -0.288429, -0.214024, -0.213511, 0, 0, 0, 0, 0, 0, 0
965435, 0.249098, 0.147779, -0.288242, -0.214133, -0.218645, 0, 0, 0, 0, 0, 0, 0
965445, 0.24683, 0.147779, -0.288063, -0.214169, -0.220627, 0, 0, 0, 0, 0, 0, 0
965454, 0.249098, 0.148539, -0.287855, -0.214317, -0.22591, 0, 0, 0, 0, 0, 0, 0
965465, 0.24683, 0.148539, -0.287658, -0.214393, -0.228031, 0, 0, 0, 0, 0, 0, 0
965475, 0.249098, 0.147779, -0.287468, -0.214488, -0.232902, 0, 0, 0, 0, 0, 0, 0
965485, 0.249098, 0.147779, -0.287277, -0.21458, -0.237616, 0, 0, 0, 0, 0, 0, 0
965494, 0.24683, 0.147779, -0.287102, -0.214605, -0.239127, 0, 0, 0, 0, 0, 0, 0
965505, 0.249098, 0.148539, -0.286893, -0.214732, -0.243944, 0, 0, 0, 0, 0, 0, 0
965515, 0.24683, 0.148539, -0.2867, -0.214795, -0.245617, 0, 0, 0, 0, 0, 0, 0
965525, 0.249098, 0.147779, -0.286514, -0.214869, -0.249968, 0, 0, 0, 0, 0, 0, 0
965534, 0.249098, 0.148539, -0.286309, -0.214981, -0.254431, 0, 0, 0, 0, 0, 0, 0
965544, 0.24683, 0.147779, -0.28614, -0.214994, -0.255512, 0, 0, 0, 0, 0, 0, 0
965555, 0.249098, 0.148539, -0.285938, -0.215097, -0.259799, 0, 0, 0, 0, 0, 0, 0
965565, 0.24683, 0.149308, -0.28573, -0.215187, -0.261362, 0, 0, 0, 0, 0, 0, 0
965575, 0.24683, 0.147779, -0.285565, -0.215197, -0.262436, 0, 0, 0, 0, 0, 0, 0
965584, 0.249098, 0.148539, -0.285372, -0.215286, -0.266568, 0, 0, 0, 0, 0, 0, 0
965595, 0.24683, 0.148539, -0.285189, -0.215332, -0.267823, 0, 0, 0, 0, 0, 0, 0
965605, 0.251411, 0.147779, -0.285011, -0.215414, -0.274281, 0, 0, 0, 0, 0, 0, 0
965615, 0.24683, 0.148539, -0.28483, -0.215454, -0.275212, 0, 0, 0, 0, 0, 0, 0
965624, 0.238173, 0.147779, -0.2847, -0.215328, -0.265855, 0, 0, 0, 0, 0, 0, 0
965635, 0.240277, 0.148539, -0.284514, -0.215296, -0.260847, 0, 0, 0, 0, 0, 0, 0
965645, 0.238173, 0.148539, -0.284308, -0.215255, -0.254626, 0, 0, 0, 0, 0, 0, 0
965655, 0.240277, 0.148539, -0.284103, -0.215245, -0.251433, 0, 0, 0, 0, 0, 0, 0
965664, 0.238173, 0.147779, -0.283891, -0.215191, -0.246774, 0, 0, 0, 0, 0, 0, 0
965675, 0.24683, 0.147779, -0.283765, -0.215208, -0.250328, 0, 0, 0, 0, 0, 0, 0
965685, 0.24683, 0.147779, -0.283632, -0.215229, -0.253895, 0, 0, 0, 0, 0, 0, 0
965695, 0.24683, 0.148539, -0.283482, -0.215284, -0.257541, 0, 0, 0, 0, 0, 0, 0
965704, 0.249098, 0.147779, -0.283355, -0.21533, -0.263255, 0, 0, 0, 0, 0, 0, 0
965714, 0.236107, 0.148539, -0.283138, -0.215287, -0.255951, 0, 0, 0, 0, 0, 0, 0
965725, 0.238173, 0.148539, -0.282919, -0.215275, -0.251878, 0, 0, 0, 0, 0, 0, 0
965735, 0.240277, 0.148539, -0.282719, -0.215283, -0.250343, 0, 0, 0, 0, 0, 0, 0
965745, 0.240277, 0.149308, -0.282512, -0.215321, -0.249166, 0, 0, 0, 0, 0, 0, 0
965754, 0.240277, 0.147779, -0.282325, -0.215302, -0.248195, 0, 0, 0, 0, 0, 0, 0
965765, 0.240277, 0.148539, -0.282132, -0.215313, -0.2475, 0, 0, 0, 0, 0, 0, 0
965775, 0.238173, 0.148539, -0.281916, -0.215312, -0.245224, 0, 0, 0, 0, 0, 0, 0
965785, 0.236107, 0.147779, -0.281682, -0.215273, -0.241601, 0, 0, 0, 0, 0, 0, 0
965794, 0.238173, 0.148539, -0.281471, -0.215277, -0.240217, 0, 0, 0, 0, 0, 0, 0
965805, 0.238173, 0.148539, -0.281264, -0.215281, -0.239112, 0, 0, 0, 0, 0, 0, 0
965815, 0.240277, 0.147779, -0.281097, -0.215271, -0.239977, 0, 0, 0, 0, 0, 0, 0
965825, 0.238173, 0.148539, -0.280895, -0.215277, -0.23919, 0, 0, 0, 0, 0, 0, 0
965834, 0.240277, 0.147779, -0.280733, -0.21527, -0.240377, 0, 0, 0, 0, 0, 0, 0
965844, 0.238173, 0.148539, -0.280537, -0.215279, -0.239863, 0, 0, 0, 0, 0, 0, 0
965855, 0.238173, 0.148539, -0.280343, -0.215289, -0.239553, 0, 0, 0, 0, 0, 0, 0
965865, 0.240277, 0.148539, -0.280183, -0.215312, -0.241179, 0, 0, 0, 0, 0, 0, 0
965874, 0.238173, 0.148539, -0.279994, -0.215323, -0.241085, 0, 0, 0, 0, 0, 0, 0
965884, 0.240277, 0.147779, -0.279841, -0.215322, -0.242989, 0, 0, 0, 0, 0, 0, 0
965895, 0.238173, 0.147027, -0.279666, -0.215284, -0.24312, 0, 0, 0, 0, 0, 0, 0
965905, 0.238173, 0.148539, -0.279482, -0.2153, -0.243354, 0, 0, 0, 0, 0, 0, 0
965915, 0.240277, 0.147779, -0.279332, -0.215306, -0.245607, 0, 0, 0, 0, 0, 0, 0
965924, 0.238173, 0.147779, -0.279156, -0.215298, -0.245992, 0, 0, 0, 0, 0, 0, 0
965935, 0.240277, 0.148539, -0.278999, -0.215334, -0.248399, 0, 0, 0, 0, 0, 0, 0
965945, 0.238173, 0.147779, -0.278825, -0.215329, -0.248892, 0, 0, 0, 0, 0, 0, 0
965955, 0.238173, 0.148539, -0.278646, -0.215352, -0.249519, 0, 0, 0, 0, 0, 0, 0
965964, 0.238173, 0.147779, -0.278475, -0.215349, -0.250267, 0, 0, 0, 0, 0, 0, 0
965975, 0.238173, 0.148539, -0.278299, -0.215374, -0.251133, 0, 0, 0, 0, 0, 0, 0
965985, 0.240277, 0.148539, -0.278143, -0.215416, -0.254074, 0, 0, 0, 0, 0, 0, 0
965995, 0.236107, 0.147779, -0.277958, -0.215399, -0.252995, 0, 0, 0, 0, 0, 0, 0
966004, 0.238173, 0.149308, -0.277777, -0.215454, -0.254191, 0, 0, 0, 0, 0, 0, 0
966014, 0.240277, 0.148539, -0.277622, -0.215499, -0.257454, 0, 0, 0, 0, 0, 0, 0
966025, 0.238173, 0.147779, -0.277457, -0.2155, -0.258613, 0, 0, 0, 0, 0, 0, 0
966035, 0.238173, 0.148539, -0.277284, -0.215529, -0.259897, 0, 0, 0, 0, 0, 0, 0
966045, 0.238173, 0.147779, -0.27712, -0.215532, -0.261206, 0, 0, 0, 0, 0, 0, 0
966054, 0.238173, 0.148539, -0.276948, -0.215564, -0.262637, 0, 0, 0, 0, 0, 0, 0
966065, 0.236107, 0.148539, -0.276763, -0.215579, -0.262091, 0, 0, 0, 0, 0, 0, 0
966075, 0.230129, 0.147779, -0.276548, -0.215521, -0.255901, 0, 0, 0, 0, 0, 0, 0
966085, 0.234079, 0.148539, -0.276348, -0.215528, -0.25445, 0, 0, 0, 0, 0, 0, 0
966094, 0.240277, 0.147779, -0.276225, -0.215548, -0.258808, 0, 0, 0, 0, 0, 0, 0
966105, 0.238173, 0.148539, -0.276065, -0.215584, -0.261219, 0, 0, 0, 0, 0, 0, 0
966115, 0.238173, 0.148539, -0.275903, -0.21562, -0.26365, 0, 0, 0, 0, 0, 0, 0
966125, 0.238173, 0.148539, -0.27574, -0.215658, -0.266095, 0, 0, 0, 0, 0, 0, 0
966134, 0.232086, 0.148539, -0.275538, -0.215649, -0.262538, 0, 0, 0, 0, 0, 0, 0
966145, 0.232086, 0.148539, -0.275331, -0.215644, -0.259623, 0, 0, 0, 0, 0, 0, 0
966155, 0.230129, 0.148539, -0.275103, -0.215631, -0.255457, 0, 0, 0, 0, 0, 0, 0
966165, 0.232086, 0.148539, -0.274894, -0.215632, -0.253689, 0, 0, 0, 0, 0, 0, 0
966174, 0.230129, 0.147779, -0.274667, -0.215599, -0.250615, 0, 0, 0, 0, 0, 0, 0
966184, 0.230129, 0.148539, -0.274435, -0.215595, -0.248041, 0, 0, 0, 0, 0, 0, 0
966195, 0.232086, 0.147027, -0.274243, -0.215551, -0.247547, 0, 0, 0, 0, 0, 0, 0
966205, 0.230129, 0.147779, -0.274019, -0.215525, -0.245637, 0, 0, 0, 0, 0, 0, 0
966215, 0.232086, 0.148539, -0.273827, -0.215535, -0.245558, 0, 0, 0, 0, 0, 0, 0
966224, 0.230129, 0.148539, -0.273606, -0.215536, -0.24409, 0, 0, 0, 0, 0, 0, 0
966235, 0.230129, 0.148539, -0.27339, -0.215538, -0.242915, 0, 0, 0, 0, 0, 0, 0
966245, 0.232086, 0.148539, -0.273211, -0.215549, -0.243521, 0, 0, 0, 0, 0, 0, 0
966255, 0.230129, 0.147779, -0.273004, -0.215528, -0.242761, 0, 0, 0, 0, 0, 0, 0
966264, 0.230129, 0.149308, -0.272796, -0.215557, -0.242075, 0, 0, 0, 0, 0, 0, 0
966275, 0.232086, 0.147779, -0.272631, -0.215546, -0.2433, 0, 0, 0, 0, 0, 0, 0
966285, 0.230129, 0.147779, -0.272435, -0.215527, -0.243012, 0, 0, 0, 0, 0, 0, 0
966295, 0.232086, 0.148539, -0.272271, -0.215544, -0.24442, 0, 0, 0, 0, 0, 0, 0
966304, 0.230129, 0.14482, -0.272095, -0.21543, -0.244563, 0, 0, 0, 0, 0, 0, 0
966315, 0.232086, 0.145547, -0.271947, -0.215356, -0.246413, 0, 0, 0, 0, 0, 0, 0
966325, 0.232086, 0.145547, -0.271799, -0.215285, -0.248252, 0, 0, 0, 0, 0, 0, 0
966335, 0.230129, 0.147779, -0.271614, -0.21528, -0.248264, 0, 0, 0, 0, 0, 0, 0
966344, 0.232086, 0.148539, -0.271451, -0.215314, -0.250132, 0, 0, 0, 0, 0, 0, 0
966354, 0.230129, 0.146283, -0.271281, -0.21526, -0.250351, 0, 0, 0, 0, 0, 0, 0
966365, 0.230129, 0.147779, -0.271102, -0.215259, -0.250674, 0, 0, 0, 0, 0, 0, 0
966375, 0.232086, 0.148539, -0.270941, -0.215299, -0.252889, 0, 0, 0, 0, 0, 0, 0
966385, 0.230129, 0.145547, -0.270784, -0.215224, -0.253337, 0, 0, 0, 0, 0, 0, 0
966394, 0.232086, 0.145547, -0.270647, -0.215166, -0.255708, 0, 0, 0, 0, 0, 0, 0
966405, 0.230129, 0.148539, -0.270464, -0.2152, -0.25625, 0, 0, 0, 0, 0, 0, 0
966415, 0.230129, 0.145547, -0.270312, -0.215131, -0.256845, 0, 0, 0, 0, 0, 0, 0
966425, 0.230129, 0.145547, -0.270161, -0.215065, -0.257538, 0, 0, 0, 0, 0, 0, 0
966434, 0.230129, 0.145547, -0.27001, -0.215003, -0.25832, 0, 0, 0, 0, 0, 0, 0
966445, 0.232086, 0.148539, -0.269845, -0.215063, -0.261176, 0, 0, 0, 0, 0, 0, 0
966455, 0.228207, 0.147027, -0.269668, -0.21504, -0.260154, 0, 0, 0, 0, 0, 0, 0
966465, 0.230129, 0.145547, -0.269522, -0.214982, -0.261185, 0, 0, 0, 0, 0, 0, 0
966474, 0.232086, 0.145547, -0.269392, -0.214942, -0.264164, 0, 0, 0, 0, 0, 0, 0
966484, 0.230129, 0.148539, -0.269209, -0.214995, -0.265389, 0, 0, 0, 0, 0, 0, 0
966495, 0.232086, 0.14482, -0.269088, -0.214931, -0.268302, 0, 0, 0, 0, 0, 0, 0
966505, 0.232086, 0.145547, -0.268955, -0.214897, -0.271203, 0, 0, 0, 0, 0, 0, 0
966515, 0.230129, 0.147779, -0.268779, -0.214929, -0.2723, 0, 0, 0, 0, 0, 0, 0
966524, 0.230129, 0.148539, -0.268593, -0.214989, -0.273597, 0, 0, 0, 0, 0, 0, 0
966535, 0.232086, 0.146283, -0.26845, -0.214982, -0.276665, 0, 0, 0, 0, 0, 0, 0
966545, 0.232086, 0.145547, -0.268318, -0.214949, -0.279527, 0, 0, 0, 0, 0, 0, 0
966555, 0.22446, 0.145547, -0.268176, -0.214852, -0.274125, 0, 0, 0, 0, 0, 0, 0
966564, 0.222635, 0.147779, -0.267966, -0.214837, -0.268309, 0, 0, 0, 0, 0, 0, 0
966575, 0.22446, 0.145547, -0.267783, -0.214762, -0.265055, 0, 0, 0, 0, 0, 0, 0
966585, 0.222635, 0.145547, -0.267573, -0.214683, -0.260796, 0, 0, 0, 0, 0, 0, 0
966595, 0.22446, 0.147779, -0.267356, -0.214697, -0.258881, 0, 0, 0, 0, 0, 0, 0
966604, 0.222635, 0.148539, -0.26711, -0.214729, -0.255822, 0, 0, 0, 0, 0, 0, 0
966615, 0.222635, 0.145547, -0.266885, -0.214662, -0.253332, 0, 0, 0, 0, 0, 0, 0
966625, 0.22446, 0.145547, -0.266692, -0.214605, -0.252698, 0, 0, 0, 0, 0, 0, 0
966635, 0.222635, 0.1441, -0.266477, -0.214497, -0.250936, 0, 0, 0, 0, 0, 0, 0
966644, 0.222635, 0.14482, -0.26626, -0.214417, -0.249482, 0, 0, 0, 0, 0, 0, 0
966654, 0.22446, 0.145547, -0.266076, -0.214371, -0.249645, 0, 0, 0, 0, 0, 0, 0
966665, 0.222635, 0.145547, -0.265862, -0.21432, -0.248538, 0, 0, 0, 0, 0, 0, 0
966675, 0.22446, 0.148539, -0.265674, -0.214375, -0.248807, 0, 0, 0, 0, 0, 0, 0
966685, 0.222635, 0.148539, -0.265457, -0.214422, -0.247813, 0, 0, 0, 0, 0, 0, 0
966694, 0.222635, 0.148539, -0.265245, -0.214468, -0.247054, 0, 0, 0, 0, 0, 0, 0
966705, 0.22446, 0.147779, -0.265074, -0.214496, -0.247979, 0, 0, 0, 0, 0, 0, 0
966715, 0.222635, 0.147779, -0.264873, -0.214516, -0.247574, 0, 0, 0, 0, 0, 0, 0
966725, 0.22446, 0.145547, -0.264717, -0.214472, -0.248983, 0, 0, 0, 0, 0, 0, 0
966734, 0.220841, 0.145547, -0.264503, -0.214413, -0.247493, 0, 0, 0, 0, 0, 0, 0
966745, 0.222635, 0.145547, -0.264321, -0.214367, -0.247756, 0, 0, 0, 0, 0, 0, 0
966755, 0.22446, 0.147779, -0.264163, -0.214403, -0.249432, 0, 0, 0, 0, 0, 0, 0
966765, 0.222635, 0.148539, -0.263972, -0.214456, -0.249624, 0, 0, 0, 0, 0, 0, 0
966774, 0.22446, 0.14482, -0.263832, -0.214397, -0.251707, 0, 0, 0, 0, 0, 0, 0
966785, 0.222635, 0.147779, -0.263648, -0.214428, -0.252091, 0, 0, 0, 0, 0, 0, 0
966795, 0.222635, 0.149308, -0.263456, -0.21451, -0.252574, 0, 0, 0, 0, 0, 0, 0
966805, 0.222635, 0.147779, -0.263277, -0.214539, -0.253244, 0, 0, 0, 0, 0, 0, 0
966814, 0.222635, 0.148539, -0.263094, -0.214595, -0.254027, 0, 0, 0, 0, 0, 0, 0
966824, 0.22446, 0.148539, -0.262934, -0.214662, -0.256567, 0, 0, 0, 0, 0, 0, 0
966835, 0.22446, 0.145547, -0.262799, -0.214628, -0.259106, 0, 0, 0, 0, 0, 0, 0
966845, 0.222635, 0.145547, -0.262646, -0.214582, -0.259872, 0, 0, 0, 0, 0, 0, 0
966855, 0.22446, 0.147779, -0.262485, -0.214631, -0.262595, 0, 0, 0, 0, 0, 0, 0
966864, 0.215637, 0.148539, -0.26225, -0.214637, -0.256729, 0, 0, 0, 0, 0, 0, 0
966875, 0.217343, 0.148539, -0.262017, -0.214663, -0.253495, 0, 0, 0, 0, 0, 0, 0
966885, 0.215637, 0.148539, -0.261761, -0.214681, -0.249361, 0, 0, 0, 0, 0, 0, 0
966895, 0.215637, 0.147779, -0.261505, -0.214677, -0.24597, 0, 0, 0, 0, 0, 0, 0
966904, 0.217343, 0.148539, -0.261275, -0.214707, -0.244404, 0, 0, 0, 0, 0, 0, 0
966915, 0.215637, 0.148539, -0.261018, -0.214731, -0.241849, 0, 0, 0, 0, 0, 0, 0
966925, 0.217343, 0.148539, -0.260799, -0.21476, -0.240953, 0, 0, 0, 0, 0, 0, 0
966935, 0.217343, 0.147779, -0.260587, -0.214766, -0.240371, 0, 0, 0, 0, 0, 0, 0
966944, 0.215637, 0.148539, -0.260344, -0.214789, -0.238641, 0, 0, 0, 0, 0, 0, 0
966955, 0.217343, 0.148539, -0.260142, -0.214818, -0.238437, 0, 0, 0, 0, 0, 0, 0
966965, 0.215637, 0.147779, -0.259911, -0.214816, -0.237271, 0, 0, 0, 0, 0, 0, 0
966975, 0.217343, 0.149308, -0.259719, -0.214869, -0.237344, 0, 0, 0, 0, 0, 0, 0
966984, 0.212308, 0.147779, -0.259431, -0.214853, -0.23414, 0, 0, 0, 0, 0, 0, 0
966994, 0.215637, 0.148539, -0.259216, -0.214875, -0.233663, 0, 0, 0, 0, 0, 0, 0
967005, 0.217343, 0.148539, -0.259046, -0.214903, -0.234544, 0, 0, 0, 0, 0, 0, 0
967015, 0.217343, 0.147779, -0.258877, -0.214908, -0.235653, 0, 0, 0, 0, 0, 0, 0
967025, 0.215637, 0.148539, -0.258676, -0.21493, -0.235463, 0, 0, 0, 0, 0, 0, 0
967034, 0.217343, 0.148539, -0.258512, -0.214961, -0.23671, 0, 0, 0, 0, 0, 0, 0
967045, 0.215637, 0.148539, -0.258318, -0.214983, -0.236735, 0, 0, 0, 0, 0, 0, 0
967055, 0.213959, 0.148539, -0.258098, -0.214997, -0.235608, 0, 0, 0, 0, 0, 0, 0
967065, 0.215637, 0.147779, -0.257914, -0.214996, -0.236125, 0, 0, 0, 0, 0, 0, 0
967074, 0.215637, 0.148539, -0.257732, -0.21502, -0.23666, 0, 0, 0, 0, 0, 0, 0
967085, 0.217343, 0.148539, -0.257582, -0.215055, -0.238668, 0, 0, 0, 0, 0, 0, 0
967095, 0.215637, 0.148539, -0.257403, -0.21508, -0.239347, 0, 0, 0, 0, 0, 0, 0
967105, 0.217343, 0.148539, -0.257252, -0.215118, -0.241574, 0, 0, 0, 0, 0, 0, 0
967115, 0.217343, 0.147779, -0.257103, -0.215132, -0.243907, 0, 0, 0, 0, 0, 0, 0
967124, 0.215637, 0.147779, -0.256932, -0.215134, -0.244734, 0, 0, 0, 0, 0, 0, 0
967135, 0.217343, 0.148539, -0.256774, -0.215178, -0.247223, 0, 0, 0, 0, 0, 0, 0
967145, 0.209086, 0.148539, -0.256537, -0.215152, -0.241946, 0, 0, 0, 0, 0, 0, 0
967154, 0.209086, 0.147779, -0.256288, -0.215111, -0.237728, 0, 0, 0, 0, 0, 0, 0
967164, 0.215637, 0.148539, -0.256133, -0.215142, -0.239503, 0, 0, 0, 0, 0, 0, 0
967175, 0.209086, 0.147779, -0.255884, -0.215106, -0.235962, 0, 0, 0, 0, 0, 0, 0
967185, 0.210684, 0.148539, -0.255654, -0.21511, -0.234264, 0, 0, 0, 0, 0, 0, 0
967195, 0.209086, 0.148539, -0.255397, -0.215107, -0.231684, 0, 0, 0, 0, 0, 0, 0
967204, 0.209086, 0.148539, -0.255142, -0.215107, -0.229564, 0, 0, 0, 0, 0, 0, 0
967215, 0.210684, 0.148539, -0.254924, -0.215115, -0.228945, 0, 0, 0, 0, 0, 0, 0
967225, 0.209086, 0.145547, -0.254681, -0.215022, -0.227896, 0, 0, 0, 0, 0, 0, 0
967235, 0.210684, 0.145547, -0.254477, -0.214941, -0.228218, 0, 0, 0, 0, 0, 0, 0
967244, 0.210684, 0.14482, -0.254279, -0.214839, -0.228744, 0, 0, 0, 0, 0, 0, 0
967255, 0.209086, 0.147779, -0.25405, -0.214827, -0.227693, 0, 0, 0, 0, 0, 0, 0
967265, 0.207514, 0.148539, -0.253793, -0.214833, -0.225635, 0, 0, 0, 0, 0, 0, 0
967275, 0.209086, 0.145547, -0.253574, -0.214754, -0.225604, 0, 0, 0, 0, 0, 0, 0
967284, 0.210684, 0.145547, -0.253396, -0.214685, -0.226809, 0, 0, 0, 0, 0, 0, 0
967294, 0.210684, 0.148539, -0.253219, -0.214712, -0.227524, 0, 0, 0, 0, 0, 0, 0
967305, 0.209086, 0.145547, -0.25302, -0.214637, -0.227613, 0, 0, 0, 0, 0, 0, 0
967315, 0.209086, 0.145547, -0.252826, -0.214565, -0.227818, 0, 0, 0, 0, 0, 0, 0
967325, 0.209086, 0.145547, -0.252636, -0.214496, -0.228128, 0, 0, 0, 0, 0, 0, 0
967334, 0.207514, 0.145547, -0.252422, -0.21442, -0.227319, 0, 0, 0, 0, 0, 0, 0
967345, 0.209086, 0.145547, -0.252241, -0.214357, -0.227946, 0, 0, 0, 0, 0, 0, 0
967355, 0.209086, 0.145547, -0.252064, -0.214297, -0.228641, 0, 0, 0, 0, 0, 0, 0
967365, 0.210684, 0.145547, -0.251917, -0.214251, -0.230671, 0, 0, 0, 0, 0, 0, 0
967374, 0.209086, 0.148539, -0.251731, -0.214296, -0.231111, 0, 0, 0, 0, 0, 0, 0
967385, 0.210684, 0.147779, -0.251576, -0.214327, -0.233094, 0, 0, 0, 0, 0, 0, 0
967395, 0.210684, 0.148539, -0.251414, -0.214386, -0.235124, 0, 0, 0, 0, 0, 0, 0
967405, 0.209086, 0.145547, -0.251257, -0.214328, -0.235847, 0, 0, 0, 0, 0, 0, 0
967414, 0.210684, 0.145547, -0.25112, -0.214288, -0.238109, 0, 0, 0, 0, 0, 0, 0
967425, 0.209086, 0.1441, -0.250984, -0.214183, -0.238792, 0, 0, 0, 0, 0, 0, 0
967435, 0.210684, 0.147779, -0.250821, -0.214232, -0.241218, 0, 0, 0, 0, 0, 0, 0
967445, 0.210684, 0.148539, -0.250645, -0.21431, -0.24378, 0, 0, 0, 0, 0, 0, 0
967454, 0.202942, 0.145547, -0.250465, -0.214191, -0.238199, 0, 0, 0, 0, 0, 0, 0
967464, 0.204442, 0.148539, -0.250237, -0.214212, -0.235359, 0, 0, 0, 0, 0, 0, 0
967475, 0.202942, 0.148539, -0.249988, -0.214225, -0.231737, 0, 0, 0, 0, 0, 0, 0
967485, 0.202942, 0.147779, -0.24974, -0.214217, -0.228803, 0, 0, 0, 0, 0, 0, 0
967495, 0.202942, 0.149308, -0.249482, -0.214263, -0.226266, 0, 0, 0, 0, 0, 0, 0
967504, 0.209086, 0.147779, -0.249357, -0.214291, -0.228746, 0, 0, 0, 0, 0, 0, 0
967515, 0.210684, 0.14482, -0.249272, -0.214234, -0.232816, 0, 0, 0, 0, 0, 0, 0
967525, 0.202942, 0.145547, -0.249061, -0.214149, -0.230311, 0, 0, 0, 0, 0, 0, 0
967535, 0.202942, 0.148539, -0.248824, -0.214174, -0.228163, 0, 0, 0, 0, 0, 0, 0
967544, 0.202942, 0.148539, -0.248589, -0.214201, -0.226402, 0, 0, 0, 0, 0, 0, 0
967555, 0.202942, 0.148539, -0.248358, -0.214228, -0.224967, 0, 0, 0, 0, 0, 0, 0
967565, 0.204442, 0.148539, -0.248161, -0.214264, -0.2249, 0, 0, 0, 0, 0, 0, 0
967575, 0.204442, 0.148539, -0.247969, -0.214299, -0.224985, 0, 0, 0, 0, 0, 0, 0
967584, 0.201465, 0.145547, -0.247737, -0.214219, -0.22335, 0, 0, 0, 0, 0, 0, 0
967595, 0.202942, 0.148539, -0.247525, -0.214249, -0.222738, 0, 0, 0, 0, 0, 0, 0
967605, 0.202942, 0.148539, -0.247318, -0.214279, -0.222318, 0, 0, 0, 0, 0, 0, 0
967615, 0.205966, 0.147779, -0.24718, -0.2143, -0.224335, 0, 0, 0, 0, 0, 0, 0
967624, 0.202942, 0.148539, -0.24698, -0.214331, -0.224074, 0, 0, 0, 0, 0, 0, 0
967634, 0.202942, 0.148539, -0.246784, -0.214361, -0.223983, 0, 0, 0, 0, 0, 0, 0
967645, 0.204442, 0.148539, -0.246619, -0.214402, -0.225195, 0, 0, 0, 0, 0, 0, 0
967655, 0.202942, 0.148539, -0.246429, -0.214433, -0.225334, 0, 0, 0, 0, 0, 0, 0
967665, 0.204442, 0.147779, -0.246274, -0.214449, -0.226868, 0, 0, 0, 0, 0, 0, 0
967674, 0.204442, 0.148539, -0.246111, -0.214493, -0.228452, 0, 0, 0, 0, 0, 0, 0
967685, 0.202942, 0.147779, -0.245934, -0.2145, -0.228869, 0, 0, 0, 0, 0, 0, 0
967695, 0.202942, 0.147779, -0.24576, -0.214508, -0.229414, 0, 0, 0, 0, 0, 0, 0
967705, 0.197167, 0.148539, -0.245504, -0.214493, -0.225035, 0, 0, 0, 0, 0, 0, 0
967714, 0.197167, 0.148539, -0.245238, -0.214487, -0.221518, 0, 0, 0, 0, 0, 0, 0
967725, 0.193059, 0.148539, -0.244886, -0.214464, -0.215672, 0, 0, 0, 0, 0, 0, 0
967735, 0.197167, 0.148539, -0.24461, -0.214473, -0.213743, 0, 0, 0, 0, 0, 0, 0
967745, 0.198578, 0.148539, -0.244375, -0.214487, -0.213003, 0, 0, 0, 0, 0, 0, 0
967754, 0.197167, 0.148539, -0.244111, -0.214496, -0.211604, 0, 0, 0, 0, 0, 0, 0
967764, 0.197167, 0.149308, -0.243854, -0.214529, -0.210281, 0, 0, 0, 0, 0, 0, 0
967775, 0.197167, 0.147779, -0.243603, -0.214515, -0.209593, 0, 0, 0, 0, 0, 0, 0
967785, 0.197167, 0.148539, -0.24336, -0.214525, -0.20888, 0, 0, 0, 0, 0, 0, 0
967794, 0.195777, 0.147779, -0.243086, -0.214508, -0.207759, 0, 0, 0, 0, 0, 0, 0
967804, 0.197167, 0.147779, -0.242857, -0.214495, -0.207651, 0, 0, 0, 0, 0, 0, 0
967815, 0.197167, 0.148539, -0.242637, -0.214505, -0.207447, 0, 0, 0, 0, 0, 0, 0
967825, 0.198578, 0.147779, -0.242461, -0.214497, -0.20839, 0, 0, 0, 0, 0, 0, 0
967835, 0.197167, 0.148539, -0.242254, -0.214508, -0.208345, 0, 0, 0, 0, 0, 0, 0
967844, 0.197167, 0.148539, -0.242052, -0.214519, -0.208424, 0, 0, 0, 0, 0, 0, 0
967855, 0.198578, 0.147779, -0.24189, -0.214513, -0.209685, 0, 0, 0, 0, 0, 0, 0
967865, 0.197167, 0.147027, -0.2417, -0.214478, -0.210218, 0, 0, 0, 0, 0, 0, 0
967875, 0.197167, 0.148539, -0.241512, -0.214493, -0.210536, 0, 0, 0, 0, 0, 0, 0
967884, 0.197167, 0.148539, -0.241328, -0.214509, -0.21097, 0, 0, 0, 0, 0, 0, 0
967895, 0.198578, 0.148539, -0.241176, -0.214534, -0.212523, 0, 0, 0, 0, 0, 0, 0
967905, 0.197167, 0.147779, -0.241001, -0.214526, -0.213211, 0, 0, 0, 0, 0, 0, 0
967915, 0.19042, 0.148539, -0.240702, -0.214493, -0.208711, 0, 0, 0, 0, 0, 0, 0
