QGPIORecord, QRC v6.1.0, 20-11-2021 @ 13:51:04, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, CurrentA, CurrentB, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
555900, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
555912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
555991, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
556000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556010, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
556020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556030, 0, 0, 0, 0, 0, 0, 0.00596047, 0, 0, 0, 0, 0
556040, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556080, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
556121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
