QGPIORecord, QRC v6.1.0, 20-11-2021 @ 13:50:24, Windows 10 Version 2009, 10.0.19042, x86_64
Time, PositionA, VelocityA, VoltageA, PositionB, VelocitiyB, CurrentA, CurrentB, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
516150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516170, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516220, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516240, 0, 0, 0, 0, 0, 0.00596047, 0, 0, 0, 0, 0, 0
516250, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516271, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516320, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516350, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516370, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516380, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516420, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516441, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516450, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516460, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516470, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516481, 0, 0, 0, 0, 0, 0, 0.00596047, 0, 0, 0, 0, 0
516490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516500, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516580, 0, 0, 0, 0, 0, 0, 0.00596047, 0, 0, 0, 0, 0
516590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516611, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516651, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516690, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516730, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516741, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516760, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516781, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516790, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516800, 0, 0, 0, 0, 0, 0.00298024, 0.00298024, 0, 0, 0, 0, 0
516810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516880, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
516890, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516900, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516911, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
516920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516930, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516940, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516980, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
516990, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
517000, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517010, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517050, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517060, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517070, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517090, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517110, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517140, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
517150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517160, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517180, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517211, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517220, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517240, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
517251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517310, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517320, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517350, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517360, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517381, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517390, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517410, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517430, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517440, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517450, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
517460, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517470, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517511, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517551, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517560, 0, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0
517570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517620, 0, 0, 0, 0, 0, 0.00596047, -0.00298024, 0, 0, 0, 0, 0
517630, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517660, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517681, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517730, 0, 0, 0, 0, 0, 0.00298024, 0, 0, 0, 0, 0, 0
517740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517770, 0, 0, 0, 0, 0, 0.00298024, 0.00298024, 0, 0, 0, 0, 0
517780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517800, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
517810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
