QGPIORecord, QRC v6.1.0, 23-11-2021 @ 17:08:29, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
2116120, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116131, -0.701248, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116141, -0.347118, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116150, -0.697742, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116160, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116170, -0.350624, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116180, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116190, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116200, -0.350624, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116210, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116220, -0.347118, -0.347118, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116231, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116240, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116250, -0.350624, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116260, -0.701248, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116271, -0.350624, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116280, -0.697742, -0.347118, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116290, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116300, -0.350624, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116311, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116320, -0.697742, -0.347118, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116330, -0.350624, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116340, -0.701248, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116350, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116361, -0.347118, -0.347118, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116370, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116380, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116390, -0.347118, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116401, -0.701248, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116410, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116420, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116430, -0.350624, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116441, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116450, -0.701248, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116460, -0.701248, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116470, -0.350624, -0.701248, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116481, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116490, -0.697742, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116500, -0.701248, -0.350624, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
2116510, -0.347118, -0.697742, -10, -0.193042, 0.157582, -4.6172, -4.3992, 0, 0, 0, 0, 0
