QGPIORecord, QRC v6.1.0, 23-11-2021 @ 16:59:16, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
1563130, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563142, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563150, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563160, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563170, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563181, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563190, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563200, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563210, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563220, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563230, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563240, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563250, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563260, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563271, 0, 0.347118, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563280, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563290, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563300, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563311, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563320, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
1563330, 0, 0, -10, -0.179017, 0.157582, -4.62992, -4.42997, 0, 0, 0, 0, 0
