QGPIORecord, QRC v6.1.0, 08-12-2021 @ 17:12:09, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), NaN, nu(0), S(0)
3510, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3521, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3530, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3540, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3550, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3560, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3570, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3580, 0, 0, 0, 0, 0, 0, 0, 0.345653, 0, 0, 0, 0
3590, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3600, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3610, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3620, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3631, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3640, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3650, 0, 0, 0, 0, 0, 0, 0, 0.359796, 0, 0, 0, 0
3660, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3671, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3680, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3690, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3700, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3710, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3720, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3730, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3740, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3750, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3760, 0, 0, 0, 0, 0, 0, 0, 0.359796, 0, 0, 0, 0
3770, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3780, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3790, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3801, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3810, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3820, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3830, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3841, 0, 0, 0, 0, 0, 0, 0, 0.345653, 0, 0, 0, 0
3850, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3860, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3870, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3880, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3890, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3900, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3910, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3920, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3930, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3940, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3950, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
3960, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3971, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3980, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
3990, 0, 0, 0, 0, 0, 0, 0, 0.345653, 0, 0, 0, 0
4000, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
4011, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4020, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
4030, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4040, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4050, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4060, 0, 0, 0, 0, 0, 0, 0, 0.359796, 0, 0, 0, 0
4070, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
4080, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4090, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4100, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4110, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4120, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4130, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4141, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4150, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4160, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4170, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4180, 0, 0, 0, 0, 0, 0, 0, 0.350238, 0, 0, 0, 0
4190, 0, 0, 0, 0, 0, 0, 0, 0.354951, 0, 0, 0, 0
4201, 0, 0, 0, 0, 0, 0, 0, 0.354951, -0.15, 0, 0, 0
4210, 0.07542, 0.0841335, 5.63614, 0.005, -0.5, 0, 0, 0.354951, -0.252475, 0, 0.204951, 0.02
4220, 0.249345, 0.278153, 7.36129, 0.00333334, -0.333334, 0, 0, 0.350238, -0.283842, 0, 0.0995944, 0.015
4231, 0.458119, 0.511046, 8.24036, 0.00250001, -0.250001, 0, 0, 0.354951, -0.299825, 0, 0.0735013, 0.0133333
4241, 0.685193, 0.764355, 8.72891, 0.00200001, -0.200001, 0, 0, 0.354951, -0.308707, 0, 0.057804, 0.0125
4250, 0.922159, 1.02352, 8.97958, 0.00166668, -0.166668, 0, 0.347118, 0.350238, -0.313265, 0, 0.0443674, 0.012
4260, 1.16038, 1.28407, 9.16954, 0.00142859, -0.142859, 0.347118, 0.347118, 0.354951, -0.316719, 0, 0.0446038, 0.0116667
4271, 1.39335, 1.5492, 9.28897, 0.00125002, -0.125002, 0.701248, 0.350624, 0.354951, -0.31889, 0, 0.0412118, 0.0114286
4281, 1.6289, 1.80672, 9.36175, 0.00111114, -0.111114, 0.347118, 1.04837, 0.354951, -0.320214, 0, 0.0390792, 0.01125
4291, 1.86092, 2.05508, 9.37628, 0.00100003, -0.100003, 1.05187, 1.05187, 0.350238, -0.320478, 0, 0.0330669, 0.0111111
4300, 2.07896, 2.29309, 9.37272, 0.000909123, -0.0909123, 1.4025, 1.75312, 0.350238, -0.320413, 0, 0.0328074, 0.011
4311, 2.29205, 2.51514, 9.35585, 0.000833368, -0.0833368, 1.4025, 2.10024, 0.350238, -0.320106, 0, 0.032871, 0.0109091
4321, 2.49552, 2.72118, 9.3489, 0.000769269, -0.0769269, 2.09673, 2.80149, 0.354951, -0.31998, 0, 0.0378849, 0.0108334
4331, 2.68434, 2.91083, 9.3126, 0.000714327, -0.0714327, 2.45437, 3.15562, 0.350238, -0.31932, 0, 0.0332963, 0.0107693
4340, 2.85817, 3.08904, 9.28789, 0.000666712, -0.0666712, 3.15562, 3.50624, 0.354951, -0.318871, 0, 0.0386571, 0.0107143
4350, 3.02186, 3.25595, 9.25628, 0.000625048, -0.0625048, 3.15562, 3.85687, 0.354951, -0.318296, 0, 0.0390983, 0.0106667
4361, 3.17959, 3.40578, 9.18907, 0.000588287, -0.0588287, 3.50274, 4.5511, 0.345653, -0.317074, 0, 0.030365, 0.0106251
4371, 3.32187, 3.54361, 9.14969, 0.000555611, -0.0555611, 4.20398, 4.55461, 0.354951, -0.316358, 0, 0.0408629, 0.0105883
4380, 3.44873, 3.67466, 9.09283, 0.000526374, -0.0526374, 4.55811, 4.90874, 0.350238, -0.315324, 0, 0.0368536, 0.0105556
4390, 3.56474, 3.78843, 9.04741, 0.000500062, -0.0500062, 4.91224, 5.60999, 0.354951, -0.314498, 0, 0.0425815, 0.0105264
