QGPIORecord, QRC v6.1.0, 23-11-2021 @ 17:17:04, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
2631400, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631411, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631420, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631430, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631440, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631450, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631460, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631471, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631480, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631490, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631500, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631511, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631520, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631530, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631540, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631550, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631560, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631570, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631580, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631590, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631600, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631610, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631620, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631630, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631641, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631650, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631660, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631670, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631681, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631690, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631700, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631710, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631720, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631730, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631740, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631750, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631760, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631770, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631780, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631790, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631800, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631811, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631820, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631830, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631840, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631851, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631860, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631870, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631880, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631890, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631900, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631910, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631920, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631930, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631941, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631950, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631960, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631970, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631981, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2631990, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632000, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632010, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632020, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632030, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632040, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632050, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632060, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632070, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632080, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632090, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632100, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632111, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632120, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632130, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632140, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632151, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632160, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
2632170, 0, 0, -10, 0.168101, -0.182523, -4.94349, -5.31552, 0, 0, 0, 0, 0
