QGPIORecord, QRC v6.1.0, 17-12-2021 @ 17:04:02, Windows 10 Version 2009, 10.0.19042, x86_64
Time, x1, x2, x3, Phat00, Phat10, Phat11, Phat20, Phat21, Phat22, meas1, meas2, -
28470, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28490, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28510, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28520, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28530, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28570, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28580, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28591, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28600, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28610, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28620, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28640, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28670, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28680, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28700, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28710, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28730, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28761, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28770, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28780, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28790, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28801, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28820, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28830, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28840, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28870, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28880, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28891, -0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
28904, -0.316124, -0.2066, 0, 9.90098e-07, 0, 9.90098e-07, 0, 0, 0.03, 0.266286, 0.151666, 0
28914, -0.316113, -0.204606, 0.0109646, 5.21553e-07, 0, 5.21828e-07, 0, 2.86903e-06, 0.129983, 0.266286, 0.147779, 0
28924, -0.316698, -0.203636, 0.289614, 5.0462e-07, 8.59094e-08, 4.45272e-07, 9.14255e-05, 6.4743e-05, 0.0688916, 0.268946, 0.147779, 0
28935, -0.316347, -0.203989, 0.180921, 5.10107e-07, 1.36046e-07, 4.13882e-07, 4.51713e-06, 3.04512e-06, 0.000117347, 0.268946, 0.151666, 0
28945, -0.316032, -0.204147, 0.146286, 5.76085e-07, 1.92511e-07, 4.22196e-07, 8.54232e-06, 5.67098e-06, 0.000352986, 0.268946, 0.151666, 0
28954, -0.315455, -0.204739, 0.112837, 6.45177e-07, 2.43762e-07, 4.42459e-07, 1.21563e-05, 8.02206e-06, 0.000580363, 0.266286, 0.152471, 0
28964, -0.31569, -0.204011, 0.114413, 7.15284e-07, 2.9295e-07, 4.68913e-07, 1.77987e-05, 1.17435e-05, 0.00104079, 0.268946, 0.148539, 0
28975, -0.315439, -0.204076, 0.15741, 7.86944e-07, 3.41795e-07, 4.97988e-07, 1.95962e-05, 1.29057e-05, 0.0010695, 0.268946, 0.151666, 0
28985, -0.314623, -0.205085, 0.0454158, 8.58354e-07, 3.90443e-07, 5.27643e-07, 1.56599e-05, 1.03169e-05, 0.000588074, 0.261127, 0.151666, 0
28994, -0.315099, -0.204101, 0.164997, 9.12299e-07, 4.2597e-07, 5.5161e-07, 5.70058e-05, 3.76376e-05, 0.00722176, 0.268946, 0.147779, 0
29004, -0.315269, -0.203451, 0.132981, 9.68839e-07, 4.69642e-07, 5.824e-07, 1.71939e-05, 1.14409e-05, 0.000581548, 0.268946, 0.148539, 0
29015, -0.315339, -0.202953, 0.13313, 1.04304e-06, 5.15765e-07, 6.10669e-07, 2.30202e-05, 1.52246e-05, 0.000938356, 0.268946, 0.148539, 0
29025, -0.315346, -0.202562, 0.137245, 1.11752e-06, 5.62953e-07, 6.40362e-07, 2.47827e-05, 1.63316e-05, 0.000979498, 0.268946, 0.148539, 0
29035, -0.315308, -0.202249, 0.141089, 1.19209e-06, 6.10345e-07, 6.70239e-07, 2.57569e-05, 1.69254e-05, 0.000961483, 0.268946, 0.148539, 0
29044, -0.315321, -0.201843, 0.137351, 1.26673e-06, 6.5781e-07, 7.0017e-07, 2.67244e-05, 1.75195e-05, 0.000945844, 0.268946, 0.147779, 0
29054, -0.315249, -0.201595, 0.269266, 1.34164e-06, 7.05195e-07, 7.30094e-07, 2.9187e-05, 1.90883e-05, 0.00103959, 0.274435, 0.151666, 0
29065, -0.314774, -0.202082, 0.194637, 1.41243e-06, 7.52713e-07, 7.56233e-07, 1.54695e-05, 1.00996e-05, 0.000266798, 0.268946, 0.151666, 0
29075, -0.314461, -0.202243, 0.175219, 1.48596e-06, 7.98113e-07, 7.84874e-07, 2.28031e-05, 1.48579e-05, 0.000545897, 0.268946, 0.150871, 0
29084, -0.314279, -0.202182, 0.170536, 1.55916e-06, 8.45172e-07, 8.16239e-07, 2.67232e-05, 1.74139e-05, 0.000702232, 0.268946, 0.150085, 0
29094, -0.313731, -0.202756, 0.151679, 1.63241e-06, 8.92992e-07, 8.48216e-07, 2.88495e-05, 1.8808e-05, 0.000769615, 0.266286, 0.151666, 0
29105, -0.313929, -0.202055, 0.156345, 1.70477e-06, 9.41465e-07, 8.81706e-07, 3.40266e-05, 2.22319e-05, 0.0010116, 0.268946, 0.147779, 0
29115, -0.313936, -0.201659, 0.166779, 1.77867e-06, 9.90236e-07, 9.14291e-07, 3.45371e-05, 2.25691e-05, 0.000982471, 0.268946, 0.148539, 0
29125, -0.31364, -0.201805, 0.188935, 1.85316e-06, 1.03871e-06, 9.45701e-07, 3.37785e-05, 2.20637e-05, 0.000888214, 0.268946, 0.150871, 0
29134, -0.313294, -0.202038, 0.19586, 1.92686e-06, 1.08731e-06, 9.76833e-07, 3.09922e-05, 2.02478e-05, 0.000708476, 0.268946, 0.151666, 0
29145, -0.312998, -0.202176, 0.198098, 2.00021e-06, 1.13573e-06, 1.00804e-06, 3.10644e-05, 2.0302e-05, 0.000678658, 0.268946, 0.151666, 0
29155, -0.313174, -0.201479, 0.173543, 2.07327e-06, 1.18424e-06, 1.03975e-06, 3.18891e-05, 2.08526e-05, 0.000679925, 0.268946, 0.147779, 0
29165, -0.313167, -0.201097, 0.181156, 2.14788e-06, 1.23159e-06, 1.07047e-06, 3.7882e-05, 2.47421e-05, 0.000920534, 0.268946, 0.148539, 0
29174, -0.313277, -0.200483, 0.172749, 2.22301e-06, 1.27988e-06, 1.10159e-06, 3.76037e-05, 2.45434e-05, 0.000865936, 0.268946, 0.147027, 0
29185, -0.312824, -0.200949, 0.212453, 2.29925e-06, 1.32737e-06, 1.13147e-06, 4.08783e-05, 2.66344e-05, 0.000981942, 0.268946, 0.151666, 0
29195, -0.312264, -0.201594, 0.182941, 2.37275e-06, 1.37625e-06, 1.16253e-06, 3.41928e-05, 2.22902e-05, 0.000657298, 0.266286, 0.151666, 0
29205, -0.312426, -0.200922, 0.185516, 2.44566e-06, 1.42466e-06, 1.19514e-06, 4.11225e-05, 2.6837e-05, 0.000918694, 0.268946, 0.147779, 0
29214, -0.312407, -0.20055, 0.194449, 2.52047e-06, 1.47346e-06, 1.22714e-06, 4.18614e-05, 2.73123e-05, 0.000915959, 0.268946, 0.148539, 0
29224, -0.312019, -0.200882, 0.218922, 2.59585e-06, 1.52194e-06, 1.25803e-06, 4.11461e-05, 2.68285e-05, 0.000852458, 0.268946, 0.151666, 0
29235, -0.312109, -0.200307, 0.195508, 2.66955e-06, 1.57097e-06, 1.28943e-06, 3.75099e-05, 2.4469e-05, 0.000681773, 0.268946, 0.147779, 0
29245, -0.311687, -0.200698, 0.142308, 2.74515e-06, 1.61819e-06, 1.31925e-06, 4.33682e-05, 2.82531e-05, 0.000882223, 0.26368, 0.148539, 0
29255, -0.31179, -0.200141, 0.210331, 2.8172e-06, 1.66517e-06, 1.35195e-06, 6.15339e-05, 4.01184e-05, 0.00172893, 0.268946, 0.147779, 0
29264, -0.311725, -0.199837, 0.207018, 2.88819e-06, 1.71396e-06, 1.38398e-06, 4.2484e-05, 2.77208e-05, 0.0007952, 0.268946, 0.148539, 0
29275, -0.311555, -0.199746, 0.214685, 2.96469e-06, 1.76155e-06, 1.41293e-06, 4.43372e-05, 2.88879e-05, 0.000838637, 0.268946, 0.149308, 0
29285, -0.311053, -0.200318, 0.19908, 3.04064e-06, 1.80964e-06, 1.44269e-06, 4.38472e-05, 2.85436e-05, 0.000795797, 0.266286, 0.150871, 0
29295, -0.310733, -0.200516, 0.235597, 3.11473e-06, 1.85868e-06, 1.47549e-06, 4.85807e-05, 3.16494e-05, 0.000949383, 0.268946, 0.151666, 0
29304, -0.310455, -0.200623, 0.234604, 3.18693e-06, 1.9088e-06, 1.50864e-06, 4.18511e-05, 2.73003e-05, 0.00068213, 0.268946, 0.151666, 0
29315, -0.310295, -0.200513, 0.232052, 3.25999e-06, 1.95808e-06, 1.54112e-06, 4.30423e-05, 2.80972e-05, 0.000702977, 0.268946, 0.150871, 0
29325, -0.310049, -0.200563, 0.238895, 3.33351e-06, 2.00716e-06, 1.57361e-06, 4.45688e-05, 2.91068e-05, 0.000733986, 0.268946, 0.151666, 0
29335, -0.309912, -0.200411, 0.236341, 3.40667e-06, 2.05657e-06, 1.60648e-06, 4.42491e-05, 2.89185e-05, 0.000704929, 0.268946, 0.150871, 0
29344, -0.309682, -0.20043, 0.243088, 3.48049e-06, 2.1055e-06, 1.63878e-06, 4.57648e-05, 2.9917e-05, 0.000734329, 0.268946, 0.151666, 0
29355, -0.309471, -0.200415, 0.245025, 3.55393e-06, 2.15477e-06, 1.67141e-06, 4.54359e-05, 2.97173e-05, 0.000706792, 0.268946, 0.151666, 0
29365, -0.309441, -0.200056, 0.238364, 3.62741e-06, 2.20393e-06, 1.70397e-06, 4.60426e-05, 3.01278e-05, 0.000706986, 0.268946, 0.150085, 0
29375, -0.309124, -0.20025, 0.254106, 3.70216e-06, 2.25231e-06, 1.73546e-06, 4.84038e-05, 3.1664e-05, 0.000764668, 0.268946, 0.152471, 0
29384, -0.309182, -0.19972, 0.2387, 3.77539e-06, 2.30176e-06, 1.7681e-06, 4.62322e-05, 3.02618e-05, 0.000681296, 0.268946, 0.149308, 0
29394, -0.308838, -0.199974, 0.224819, 3.85088e-06, 2.34947e-06, 1.79863e-06, 5.03683e-05, 3.29443e-05, 0.000790201, 0.266286, 0.150871, 0
29405, -0.308457, -0.200289, 0.231107, 3.92504e-06, 2.39866e-06, 1.83215e-06, 5.46738e-05, 3.578e-05, 0.000910498, 0.266286, 0.151666, 0
29415, -0.308317, -0.20014, 0.2584, 3.99774e-06, 2.44947e-06, 1.86769e-06, 5.41848e-05, 3.55101e-05, 0.000877649, 0.268946, 0.151666, 0
29425, -0.30731, -0.201677, 0.150391, 4.07041e-06, 2.49959e-06, 1.90085e-06, 4.91798e-05, 3.22531e-05, 0.000704624, 0.256173, 0.151666, 0
29434, -0.307492, -0.201164, 0.29908, 4.12589e-06, 2.54249e-06, 1.93718e-06, 8.68944e-05, 5.71936e-05, 0.00218019, 0.268946, 0.151666, 0
29445, -0.307536, -0.200698, 0.263284, 4.17444e-06, 2.58645e-06, 1.96902e-06, 4.33836e-05, 2.86537e-05, 0.000527889, 0.268946, 0.151666, 0
29455, -0.306645, -0.202017, 0.156426, 4.24895e-06, 2.63378e-06, 1.99862e-06, 5.0509e-05, 3.33311e-05, 0.000707261, 0.256173, 0.151666, 0
29465, -0.306164, -0.202451, 0.146224, 4.30631e-06, 2.67637e-06, 2.03431e-06, 8.7452e-05, 5.78738e-05, 0.00209952, 0.258625, 0.150871, 0
29474, -0.30559, -0.203059, 0.111181, 4.37553e-06, 2.73443e-06, 2.08359e-06, 9.54376e-05, 6.34686e-05, 0.00245479, 0.256173, 0.150871, 0
29485, -0.305415, -0.203025, 0.14823, 4.43569e-06, 2.78782e-06, 2.13043e-06, 0.00012773, 8.53862e-05, 0.00433289, 0.258625, 0.150085, 0
29495, -0.305153, -0.203117, 0.154573, 4.49822e-06, 2.84536e-06, 2.17974e-06, 9.73131e-05, 6.54036e-05, 0.00246935, 0.258625, 0.150871, 0
29505, -0.304679, -0.20365, 0.128556, 4.57242e-06, 2.90282e-06, 2.22341e-06, 9.48541e-05, 6.39138e-05, 0.0023023, 0.256173, 0.151666, 0
29514, -0.304851, -0.202897, 0.129074, 4.64222e-06, 2.95775e-06, 2.26651e-06, 0.000116127, 7.84704e-05, 0.00339404, 0.258625, 0.147779, 0
29524, -0.304475, -0.20329, 0.124337, 4.72048e-06, 3.01593e-06, 2.3098e-06, 0.000117883, 7.97832e-05, 0.00343021, 0.256173, 0.150871, 0
29535, -0.304084, -0.203713, 0.135775, 4.79783e-06, 3.07479e-06, 2.35439e-06, 0.000124549, 8.44812e-05, 0.00375822, 0.256173, 0.151666, 0
29545, -0.303682, -0.204161, 0.08887, 4.87356e-06, 3.13481e-06, 2.40086e-06, 0.000115957, 7.88713e-05, 0.00319809, 0.253768, 0.150871, 0
29554, -0.303458, -0.204319, 0.152849, 4.91087e-06, 3.16716e-06, 2.42867e-06, 0.000178679, 0.000121826, 0.00753925, 0.256173, 0.151666, 0
29564, -0.303348, -0.204013, 0.179913, 4.93296e-06, 3.19931e-06, 2.46121e-06, 0.000104585, 7.16691e-05, 0.00256291, 0.258625, 0.151666, 0
29575, -0.303301, -0.203592, 0.175431, 5.00944e-06, 3.25172e-06, 2.49556e-06, 8.98875e-05, 6.15814e-05, 0.00185913, 0.258625, 0.150871, 0
29585, -0.303146, -0.203441, 0.141095, 5.08984e-06, 3.30225e-06, 2.52641e-06, 9.37289e-05, 6.41179e-05, 0.00198589, 0.256173, 0.150085, 0
29595, -0.302863, -0.203649, 0.155682, 5.16486e-06, 3.34986e-06, 2.55727e-06, 0.000118668, 8.10996e-05, 0.00313444, 0.256173, 0.151666, 0
29604, -0.302607, -0.203765, 0.157605, 5.24244e-06, 3.40608e-06, 2.59785e-06, 0.000109209, 7.47077e-05, 0.00260897, 0.256173, 0.151666, 0
29615, -0.302375, -0.203818, 0.160399, 5.3209e-06, 3.4617e-06, 2.63716e-06, 0.000109528, 7.49696e-05, 0.00257991, 0.256173, 0.151666, 0
29625, -0.302373, -0.203306, 0.191791, 5.39907e-06, 3.51748e-06, 2.67676e-06, 0.000109264, 7.48374e-05, 0.00252566, 0.258625, 0.150871, 0
29635, -0.302123, -0.203425, 0.169155, 5.47509e-06, 3.56894e-06, 2.71032e-06, 9.2443e-05, 6.32902e-05, 0.00177737, 0.256173, 0.151666, 0
29644, -0.302035, -0.203131, 0.203484, 5.55264e-06, 3.61963e-06, 2.74359e-06, 0.000106561, 7.29144e-05, 0.00232719, 0.258625, 0.151666, 0
29655, -0.301856, -0.203065, 0.170717, 5.62784e-06, 3.67084e-06, 2.77719e-06, 8.9529e-05, 6.12447e-05, 0.00161462, 0.256173, 0.150871, 0
29665, -0.30161, -0.203159, 0.176661, 5.70417e-06, 3.71954e-06, 2.80876e-06, 0.000108573, 7.4211e-05, 0.00234338, 0.256173, 0.151666, 0
29675, -0.301593, -0.202675, 0.205019, 5.78195e-06, 3.77451e-06, 2.84769e-06, 0.000106408, 7.27687e-05, 0.00221612, 0.258625, 0.150871, 0
29684, -0.301334, -0.202814, 0.184241, 5.85869e-06, 3.82574e-06, 2.88077e-06, 9.26677e-05, 6.33394e-05, 0.00165384, 0.256173, 0.151666, 0
29694, -0.300956, -0.203226, 0.15528, 5.93617e-06, 3.87661e-06, 2.91441e-06, 0.000104758, 7.15718e-05, 0.00208522, 0.253768, 0.151666, 0
29705, -0.300782, -0.203161, 0.190097, 6.0087e-06, 3.92951e-06, 2.95405e-06, 0.000126279, 8.63669e-05, 0.00299255, 0.256173, 0.151666, 0
29715, -0.300606, -0.203074, 0.189654, 6.0793e-06, 3.98448e-06, 2.99557e-06, 0.000104159, 7.13495e-05, 0.00200635, 0.256173, 0.151666, 0
29725, -0.300575, -0.202629, 0.222216, 6.15671e-06, 4.03869e-06, 3.03319e-06, 0.000105775, 7.24751e-05, 0.00204115, 0.258625, 0.151666, 0
29734, -0.300434, -0.202453, 0.192906, 6.23231e-06, 4.0896e-06, 3.06583e-06, 9.10721e-05, 6.23725e-05, 0.00149187, 0.256173, 0.150871, 0
29745, -0.300357, -0.202117, 0.228319, 6.30976e-06, 4.13831e-06, 3.09669e-06, 0.000106645, 7.29669e-05, 0.00201847, 0.258625, 0.151666, 0
29755, -0.300248, -0.201831, 0.22844, 6.38537e-06, 4.18827e-06, 3.12829e-06, 9.08358e-05, 6.21129e-05, 0.0014432, 0.258625, 0.151666, 0
29765, -0.299502, -0.203319, 0.112682, 6.4649e-06, 4.23726e-06, 3.15738e-06, 9.19368e-05, 6.27812e-05, 0.00145836, 0.24683, 0.151666, 0
29774, -0.29873, -0.204255, 0.0517367, 6.44402e-06, 4.22867e-06, 3.15923e-06, 0.000187653, 0.000128399, 0.0061218, 0.24683, 0.151666, 0
29785, -0.298093, -0.204905, 0.024131, 6.04726e-06, 3.98185e-06, 3.01044e-06, 0.000380661, 0.000262188, 0.0270691, 0.24683, 0.151666, 0
29795, -0.298467, -0.205554, 0.125374, 4.71293e-06, 3.10508e-06, 2.43803e-06, 0.000606514, 0.00042354, 0.0911554, 0.249098, 0.151666, 0
29805, -0.298432, -0.206432, -0.0121533, 3.36441e-06, 2.21536e-06, 1.85349e-06, 8.96121e-05, 6.3999e-05, 0.00291991, 0.244605, 0.150871, 0
29814, -0.302002, -0.207472, -0.412939, 1.18641e-06, 6.56214e-07, 7.38637e-07, -0.00019248, -0.000136938, 0.0677307, 0.256173, 0.150871, 0
29825, -0.302705, -0.2066, -0.249075, 1.02836e-06, 5.3482e-07, 6.27114e-07, -7.20393e-06, -4.98383e-06, 8.78423e-05, 0.258625, 0.151666, 0
29835, -0.302314, -0.206929, -0.0940986, 1.0977e-06, 5.7797e-07, 6.56454e-07, -1.32189e-05, -9.09066e-06, 0.00028, 0.249098, 0.150871, 0
29845, -0.301866, -0.207249, 0.0270142, 1.16091e-06, 6.15344e-07, 6.85053e-07, -3.75716e-05, -2.57516e-05, 0.00213397, 0.249098, 0.151666, 0
29854, -0.301181, -0.207229, -0.173047, 1.00118e-06, 4.99689e-07, 6.06235e-07, 9.89848e-05, 6.74655e-05, 0.0199786, 0.249098, 0.151666, 0
29864, -0.300571, -0.207588, -0.0323556, 9.64728e-07, 4.87104e-07, 6.0567e-07, -1.65363e-05, -1.14973e-05, 0.000548311, 0.24683, 0.151666, 0
29875, -0.300271, -0.207512, 0.0967275, 9.75846e-07, 4.89948e-07, 6.06981e-07, -8.64404e-05, -5.98035e-05, 0.0150785, 0.249098, 0.151666, 0
29885, -0.299752, -0.207656, -0.0339548, 9.27143e-07, 4.45199e-07, 5.69224e-07, 2.79302e-05, 1.89785e-05, 0.00171341, 0.24683, 0.151666, 0
29894, -0.299551, -0.207479, 0.0454462, 8.82313e-07, 4.21134e-07, 5.58378e-07, -7.17283e-05, -4.93635e-05, 0.0125921, 0.249098, 0.151666, 0
29904, -0.299371, -0.207315, -0.0112617, 8.09329e-07, 3.63822e-07, 5.14749e-07, 4.89525e-05, 3.32648e-05, 0.00683935, 0.249098, 0.151666, 0
29915, -0.301249, -0.20706, -0.558465, 5.74269e-07, 2.10167e-07, 4.15e-07, -8.07579e-05, -5.56435e-05, 0.0511861, 0.256173, 0.150871, 0
