QGPIORecord, QRC v6.1.0, 30-11-2021 @ 21:15:29, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
216370, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216381, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216390, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216400, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216411, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216420, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216430, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216440, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216451, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216460, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216470, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216480, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216491, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216500, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216510, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216520, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216530, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216541, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216550, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216560, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216570, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216581, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216590, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216600, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216610, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216621, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216630, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216640, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216650, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216660, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216670, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216680, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
216690, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
