QGPIORecord, QRC v6.1.0, 30-11-2021 @ 21:20:07, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
109040, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109051, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109061, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109070, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109080, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109090, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109101, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109110, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109120, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109130, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109140, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109150, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109160, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109170, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109180, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109191, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109200, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109210, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109220, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109231, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109240, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109250, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109260, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109271, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109280, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109290, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109300, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109310, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109320, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109330, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109340, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109350, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109361, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109370, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109380, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109390, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109401, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109410, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109420, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109430, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109441, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109450, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
109460, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
