QGPIORecord, QRC v6.1.0, 30-11-2021 @ 21:19:48, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
89840, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89850, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89862, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89870, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89880, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89890, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89901, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89910, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89920, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89930, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89940, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89950, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89960, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89970, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89980, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
89991, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90000, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90010, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90020, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90031, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90040, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90050, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90060, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90071, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90080, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90090, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90100, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90110, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90120, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
90130, 0, 0, 0, 0, 0, 0, 0, 0.785869, -0.706532, 0, 0, 0
