QGPIORecord, QRC v6.1.0, 30-11-2021 @ 21:25:51, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
261270, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261280, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261292, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261300, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261310, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261320, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261330, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261341, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261350, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261360, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261370, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261381, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261390, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261400, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261410, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261421, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261430, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261440, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261450, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261460, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261470, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261480, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261490, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261500, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261511, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261520, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261530, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261540, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261551, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261560, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261570, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261580, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261591, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261600, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261610, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261620, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
261630, 0, 0, 0, 0, 0, 0, 0, 0.728416, -0.666984, 0, 0, 0
