QGPIORecord, QRC v6.1.0, 30-11-2021 @ 21:16:53, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, C, D, ValueIn9, ValueIn10, ValueIn11
300400, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300411, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300421, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300430, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300440, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300450, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300461, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300470, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300480, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300490, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300500, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300510, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300520, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300530, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300540, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300551, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300560, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300570, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300580, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300591, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300600, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300610, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300620, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300631, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300640, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300650, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300660, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300670, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300680, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300690, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300700, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300710, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300721, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300730, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300740, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300750, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300761, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300770, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300780, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300790, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300801, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300810, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300820, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300830, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300840, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300851, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300860, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300870, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300880, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300891, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300900, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300910, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300920, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300931, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300940, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300950, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300960, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300971, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300980, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
300990, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301000, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301010, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301021, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301030, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301040, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301050, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301061, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301070, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301080, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301090, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301101, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301110, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301120, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301130, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301140, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301150, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301160, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301170, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301180, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301191, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301200, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301210, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301220, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301231, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301240, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301250, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301260, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301271, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301280, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301290, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301300, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301310, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301320, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301330, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301340, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301350, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301361, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301370, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301380, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301390, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301401, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301410, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301420, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301430, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301441, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301450, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301460, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301470, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301480, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301491, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301500, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301510, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301520, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301531, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301540, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301550, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301560, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301571, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301580, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301590, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301600, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301611, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301620, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301630, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301640, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301650, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301661, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301670, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301680, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301690, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301701, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301710, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301720, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301730, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301741, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301750, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301760, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301770, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301780, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301790, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301800, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301810, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301820, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301831, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301840, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301850, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301860, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301871, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301880, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301890, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301900, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301911, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301920, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301930, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301940, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301950, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301961, 0, 0, 0, 0, 0, 0, 0, 0.84769, -0.74771, 0, 0, 0
301970, 0, 0, 10, 10, 10, 8.4769, 8.4769, 0.84769, -0.74771, 0, 0, 0
301980, 0, 0, 10, 10, 10, 9.47672, 9.47672, 0.84769, -0.74771, 0, 0, 0
301990, 5.24884, 5.22781, 10, 4.75116, 4.77219, 6.02713, 6.04496, 0.84769, -0.74771, 0, 0, 0
302001, 10.8729, 10.8623, 10, -0.872856, -0.862337, 1.73473, 1.74575, 0.84769, -0.74771, 0, 0, 0
302010, 11.9247, 12.2859, 10, -1.92473, -2.28587, 0.755802, 0.45282, 0.84769, -0.74771, 0, 0, 0
302020, 7.71373, 7.71373, 10, 2.28627, 2.28627, 4.13299, 4.10004, 0.84769, -0.74771, 0, 0, 0
302030, 3.50624, 3.85687, 10, 6.49376, 6.14313, 7.92822, 7.59805, 0.84769, -0.74771, 0, 0, 0
302041, 4.20749, 4.55811, 10, 5.79251, 5.44189, 7.98303, 7.6178, 0.84769, -0.74771, 0, 0, 0
302051, 7.71023, 7.70321, 10, 2.28977, 2.29679, 5.59294, 5.49582, 0.84769, -0.74771, 0, 0, 0
302060, 10.8588, 10.5222, 10, -0.858831, -0.522232, 3.15283, 3.3358, 0.84769, -0.74771, 0, 0, 0
302070, 10.8799, 10.5257, 10, -0.879869, -0.525738, 3.04913, 3.28061, 0.84769, -0.74771, 0, 0, 0
302081, 7.71373, 8.40797, 10, 2.28627, 1.59203, 5.64506, 5.02326, 0.84769, -0.74771, 0, 0, 0
302091, 6.30072, 6.64783, 10, 3.69928, 3.35217, 7.07144, 6.67448, 0.84769, -0.74771, 0, 0, 0
302100, 8.06786, 8.06786, 10, 1.93214, 1.93214, 5.94331, 5.80589, 0.84769, -0.74771, 0, 0, 0
302110, 10.1576, 9.46685, 10, -0.157582, 0.533147, 4.36505, 4.81316, 0.84769, -0.74771, 0, 0, 0
302120, 10.5292, 10.1786, 10, -0.529244, -0.17862, 4.03424, 4.2631, 0.84769, -0.74771, 0, 0, 0
302131, 8.74807, 9.44582, 10, 1.25193, 0.554185, 5.49121, 4.86644, 0.84769, -0.74771, 0, 0, 0
302140, 8.07137, 9.10922, 10, 1.92863, 0.890783, 6.19001, 5.20718, 0.84769, -0.74771, 0, 0, 0
302150, 9.44932, 9.11973, 10, 0.550678, 0.880265, 5.21476, 5.28732, 0.84769, -0.74771, 0, 0, 0
302160, 10.1786, 10.1611, 10, -0.17862, -0.161089, 4.6516, 4.49259, 0.84769, -0.74771, 0, 0, 0
302171, 9.82449, 10.1786, 10, 0.17551, -0.17862, 4.93393, 4.46162, 0.84769, -0.74771, 0, 0, 0
302181, 9.11623, 9.81748, 10, 0.883771, 0.182523, 5.55187, 4.7499, 0.84769, -0.74771, 0, 0, 0
302190, 9.44932, 9.10571, 10, 0.550678, 0.89429, 5.35787, 5.3715, 0.84769, -0.74771, 0, 0, 0
302200, 10.1751, 9.12675, 10, -0.175114, 0.873253, 4.79768, 5.44308, 0.84769, -0.74771, 0, 0, 0
302211, 9.82098, 9.80696, 10, 0.179017, 0.193042, 5.08036, 4.95378, 0.84769, -0.74771, 0, 0, 0
302221, 9.80345, 10.5117, 10, 0.196548, -0.511713, 5.11312, 4.37567, 0.84769, -0.74771, 0, 0, 0
302230, 9.8315, 10.1856, 10, 0.168498, -0.185633, 5.109, 4.60092, 0.84769, -0.74771, 0, 0, 0
302240, 9.82098, 9.11973, 10, 0.179017, 0.880265, 5.13476, 5.48592, 0.84769, -0.74771, 0, 0, 0
302251, 9.81748, 9.11623, 10, 0.182523, 0.883771, 5.15563, 5.5769, 0.84769, -0.74771, 0, 0, 0
302261, 10.1436, 10.1365, 10, -0.143558, -0.136545, 4.89746, 4.80035, 0.84769, -0.74771, 0, 0, 0
302270, 9.83851, 10.8834, 10, 0.161486, -0.883374, 5.14169, 4.15361, 0.84769, -0.74771, 0, 0, 0
302280, 10.1611, 9.82098, 10, -0.161089, 0.179017, 4.88439, 4.96587, 0.84769, -0.74771, 0, 0, 0
302290, 9.82449, 9.11623, 10, 0.17551, 0.883771, 5.15362, 5.58118, 0.84769, -0.74771, 0, 0, 0
302301, 9.79995, 9.44932, 10, 0.200054, 0.550678, 5.19197, 5.38718, 0.84769, -0.74771, 0, 0, 0
302310, 9.828, 10.5117, 10, 0.172004, -0.511713, 5.1882, 4.54166, 0.84769, -0.74771, 0, 0, 0
302320, 10.1576, 10.1821, 10, -0.157582, -0.182126, 4.92601, 4.76989, 0.84769, -0.74771, 0, 0, 0
302330, 9.80345, 9.45283, 10, 0.196548, 0.547172, 5.21044, 5.3699, 0.84769, -0.74771, 0, 0, 0
302341, 9.828, 9.82098, 10, 0.172004, 0.179017, 5.20929, 5.11252, 0.84769, -0.74771, 0, 0, 0
302351, 9.79644, 9.80345, 10, 0.20356, 0.196548, 5.25324, 5.14528, 0.84769, -0.74771, 0, 0, 0
302360, 9.84553, 10.1997, 10, 0.154473, -0.199657, 5.23198, 4.82907, 0.84769, -0.74771, 0, 0, 0
302370, 9.81046, 9.79995, 10, 0.189535, 0.200054, 5.27714, 5.14794, 0.84769, -0.74771, 0, 0, 0
302381, 10.1611, 10.1681, 10, -0.161089, -0.168101, 4.99887, 4.85586, 0.84769, -0.74771, 0, 0, 0
302391, 9.81046, 9.79995, 10, 0.189535, 0.200054, 5.27999, 5.15114, 0.84769, -0.74771, 0, 0, 0
302400, 10.1681, 9.82449, 10, -0.168101, 0.17551, 4.99577, 5.15033, 0.84769, -0.74771, 0, 0, 0
302410, 9.81748, 9.828, 10, 0.182523, 0.172004, 5.27619, 5.16491, 0.84769, -0.74771, 0, 0, 0
302420, 10.1751, 10.1786, 10, -0.175114, -0.17862, 4.99127, 4.88489, 0.84769, -0.74771, 0, 0, 0
302431, 10.1506, 9.79644, 10, -0.15057, 0.20356, 4.99457, 5.191, 0.84769, -0.74771, 0, 0, 0
302440, 10.1856, 9.82098, 10, -0.185633, 0.179017, 4.94979, 5.19054, 0.84769, -0.74771, 0, 0, 0
302450, 10.1611, 9.828, 10, -0.161089, 0.172004, 4.95204, 5.2025, 0.84769, -0.74771, 0, 0, 0
302460, 10.1681, 10.1576, 10, -0.168101, -0.157582, 4.92999, 4.94031, 0.84769, -0.74771, 0, 0, 0
302471, 10.1506, 10.1611, 10, -0.15057, -0.161089, 4.92804, 4.92158, 0.84769, -0.74771, 0, 0, 0
302481, 9.81046, 9.45633, 10, 0.189535, 0.543666, 5.20129, 5.50289, 0.84769, -0.74771, 0, 0, 0
302490, 9.82098, 9.82098, 10, 0.179017, 0.179017, 5.21132, 5.24813, 0.84769, -0.74771, 0, 0, 0
302500, 10.1821, 10.1821, 10, -0.182126, -0.182126, 4.92308, 4.9599, 0.84769, -0.74771, 0, 0, 0
302511, 10.1576, 10.5082, 10, -0.157582, -0.508206, 4.92568, 4.66527, 0.84769, -0.74771, 0, 0, 0
302521, 10.1716, 9.82098, 10, -0.171608, 0.179017, 4.89804, 5.19701, 0.84769, -0.74771, 0, 0, 0
302530, 10.1506, 9.45283, 10, -0.15057, 0.547172, 4.89871, 5.52699, 0.84769, -0.74771, 0, 0, 0
302540, 9.82098, 9.81748, 10, 0.179017, 0.182523, 5.16305, 5.27259, 0.84769, -0.74771, 0, 0, 0
302551, 9.81046, 10.5117, 10, 0.189535, -0.511713, 5.18986, 4.70234, 0.84769, -0.74771, 0, 0, 0
302561, 10.1716, 9.81046, 10, -0.171608, 0.189535, 4.90267, 5.24562, 0.84769, -0.74771, 0, 0, 0
302570, 10.5328, 9.82449, 10, -0.53275, 0.17551, 4.57938, 5.25268, 0.84769, -0.74771, 0, 0, 0
302580, 10.1506, 9.81748, 10, -0.15057, 0.182523, 4.85008, 5.27617, 0.84769, -0.74771, 0, 0, 0
302590, 9.82098, 10.1716, 10, 0.179017, -0.171608, 5.11442, 4.99423, 0.84769, -0.74771, 0, 0, 0
302601, 9.47387, 9.81748, 10, 0.526134, 0.182523, 5.42656, 5.27726, 0.84769, -0.74771, 0, 0, 0
302610, 10.1611, 9.81748, 10, -0.161089, 0.182523, 4.89661, 5.29551, 0.84769, -0.74771, 0, 0, 0
