QGPIORecord, QRC v6.1.0, 15-12-2021 @ 15:54:54, Windows 10 Version 2009, 10.0.19042, x86_64
Time, FDR, rA, rB, ValueIn3, ValueIn4, ValueIn5, ValueIn6, ValueIn7, ValueIn8, ValueIn9, ValueIn10, ValueIn11
578920, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578930, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578940, 0.152471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578950, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578960, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578970, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578980, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
578991, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579000, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579010, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579020, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579031, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579040, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579050, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579060, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579070, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579080, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579090, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579100, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579110, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579120, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579130, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579140, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579150, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579161, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579170, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579180, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579190, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579201, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579210, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579220, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579230, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579240, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579250, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579260, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579270, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579280, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579290, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579300, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579310, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579320, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579331, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579340, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579350, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579360, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579371, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579380, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579390, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579400, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579410, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579420, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579430, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579440, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579450, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579460, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579470, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579480, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579490, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579501, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579510, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579520, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579530, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579540, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579550, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579560, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579570, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579580, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579590, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579600, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579610, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579620, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579631, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579640, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579650, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579660, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579671, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579680, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579690, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579700, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579710, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579720, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579730, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579740, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579750, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579760, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579770, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579780, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579790, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579801, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579810, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579820, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579830, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579841, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579850, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579860, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579870, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579880, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579890, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579900, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579910, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579920, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579930, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579940, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579950, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579960, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579971, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579980, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
579990, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580000, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580011, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580020, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580030, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580040, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580050, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580060, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580070, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580080, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580090, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580100, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580110, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580120, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580130, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580141, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580150, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580160, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580170, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580180, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580190, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580200, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580210, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580220, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580230, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580240, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580250, 0.152471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580260, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580271, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580280, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580290, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580300, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580311, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580320, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580330, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580340, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580350, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580360, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580370, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580380, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580390, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580400, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580410, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580420, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580430, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580441, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580450, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580460, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580470, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580481, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580490, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580500, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580510, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580520, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580530, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580540, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580550, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580560, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580570, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580580, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580590, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580600, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580611, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580620, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580630, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580640, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580651, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580660, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580670, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580680, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580690, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580700, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580710, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580720, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580730, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580740, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580750, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580760, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580770, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580781, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580790, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580800, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580810, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580820, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580830, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580840, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580850, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580860, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580870, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580880, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580890, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580900, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580911, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580920, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580930, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580940, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580951, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580960, 0.152471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580970, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580980, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
580990, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581000, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581010, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581020, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581030, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581040, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581050, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581060, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581070, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581081, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581090, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581100, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581110, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581121, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581130, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581140, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581150, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581160, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581170, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581180, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581190, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581200, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581210, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581220, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581230, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581240, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581251, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581260, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581270, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581280, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581291, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581300, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581310, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581320, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581330, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581340, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581350, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581360, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581370, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581380, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581390, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581400, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581410, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581421, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581430, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581440, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581450, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581460, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581470, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581480, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581490, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581500, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581510, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581520, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581530, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581540, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581551, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581560, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581570, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581580, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581591, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581600, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581610, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581620, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581630, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581640, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581650, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581660, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581670, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581680, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581690, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581700, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581710, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581721, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581730, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581740, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581750, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581761, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581770, 0.152471, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581780, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581790, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581800, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581810, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581820, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581830, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581840, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581850, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581860, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581870, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581880, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581891, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581900, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581910, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581920, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581931, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581940, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581950, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581960, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581970, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581980, 0.150085, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
581990, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582000, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582010, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582020, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582030, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582040, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582050, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582061, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582070, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582080, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582090, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582100, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582110, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582120, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582130, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582140, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582150, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582160, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582170, 0.151666, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582180, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582191, 0.149308, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582200, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
582210, 0.150871, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
