QGPIORecord, QRC v6.1.0, 11-12-2021 @ 21:52:03, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), xref, nu(0), S(0)
31430, -0.0234868, -0.0475529, 0.0279546, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15014, -0.15, -6.06328e-05, 1.05469e-06
31440, -0.0229774, -0.0469847, 0.0101089, 9.2698e-08, -0.0973729, 0, 0, 0.149308, -0.150051, -0.15, -0.000823036, 1.05469e-06
31452, -0.0227058, -0.0466817, 0.0101894, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150051, -0.15, 3.77744e-05, 1.05469e-06
31461, -0.0224322, -0.0463765, 0.010255, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150051, -0.15, 3.74019e-05, 1.05469e-06
31470, -0.0219521, -0.0458409, 0.0256211, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150128, -0.15, 0.000823289, 1.05469e-06
31480, -0.0212978, -0.045111, 0.0232786, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150116, -0.15, -3.47346e-05, 1.05469e-06
31491, -0.0207012, -0.0444455, 0.0213027, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150107, -0.15, -2.37823e-05, 1.05469e-06
31501, -0.0201534, -0.0438344, 0.0196338, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150098, -0.15, -1.45435e-05, 1.05469e-06
31510, -0.0196468, -0.0432693, 0.0182271, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150091, -0.15, -6.75023e-06, 1.05469e-06
31520, -0.0195778, -0.0431923, -0.0130713, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149935, -0.15, -0.00154631, 1.05469e-06
31531, -0.0198782, -0.0435274, -0.00937581, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149953, -0.15, 0.000146151, 1.05469e-06
31541, -0.0200874, -0.0437608, -0.00625849, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149969, -0.15, 0.00012888, 1.05469e-06
31551, -0.0200148, -0.0436798, 0.0116825, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150058, -0.15, 0.000900492, 1.05469e-06
31560, -0.0197044, -0.0433335, 0.0115156, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150058, -0.15, 3.04282e-05, 1.05469e-06
31570, -0.0193981, -0.0429918, 0.0113755, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150057, -0.15, 3.1203e-05, 1.05469e-06
31581, -0.0190952, -0.0426539, 0.0112563, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150056, -0.15, 3.18587e-05, 1.05469e-06
31591, -0.0187953, -0.0423194, 0.011155, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150056, -0.15, 3.24249e-05, 1.05469e-06
31600, -0.0184979, -0.0419876, 0.0110716, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150055, -0.15, 3.28869e-05, 1.05469e-06
31610, -0.0182025, -0.0416581, 0.011, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150055, -0.15, 3.32743e-05, 1.05469e-06
31621, -0.0177041, -0.0411021, 0.0262499, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150131, -0.15, 0.000819802, 1.05469e-06
31631, -0.0174372, -0.0408043, -0.00630319, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149968, -0.15, -0.00158381, 1.05469e-06
31640, -0.0175706, -0.0409532, -0.00366569, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149982, -0.15, 0.000114515, 1.05469e-06
31650, -0.017434, -0.0408008, 0.013873, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150069, -0.15, 0.000888363, 1.05469e-06
31661, -0.0170695, -0.0403942, 0.0133634, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150067, -0.15, 2.01911e-05, 1.05469e-06
31671, -0.0171205, -0.0404511, -0.0171751, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149914, -0.15, -0.00152358, 1.05469e-06
