QGPIORecord, QRC v6.1.0, 11-12-2021 @ 21:50:46, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), xref, nu(0), S(0)
40171, 0.297177, 0.279694, 0.029882, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150199, -0.15, 0.000744507, 1.05469e-06
40180, 0.297936, 0.280542, 0.0268981, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150179, -0.15, -0.000104457, 1.05469e-06
40190, 0.298622, 0.281307, 0.0243366, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150162, -0.15, -8.55327e-05, 1.05469e-06
40201, 0.299244, 0.282, 0.0221372, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150148, -0.15, -6.92904e-05, 1.05469e-06
40211, 0.30012, 0.282978, 0.0433445, 9.2698e-08, -0.0973729, 0, 0, 0.151666, -0.150289, -0.15, 0.00152595, 1.05469e-06
40220, 0.301215, 0.284199, 0.0384584, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150256, -0.15, -0.000189841, 1.05469e-06
40230, 0.302188, 0.285285, 0.034263, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150228, -0.15, -0.000158846, 1.05469e-06
40241, 0.303057, 0.286254, 0.0306621, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150204, -0.15, -0.000132248, 1.05469e-06
40251, 0.303836, 0.287123, 0.0275686, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150184, -0.15, -0.000109404, 1.05469e-06
40260, 0.304538, 0.287906, 0.0249133, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150166, -0.15, -8.97944e-05, 1.05469e-06
40270, 0.305174, 0.288616, 0.0226334, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150151, -0.15, -7.29561e-05, 1.05469e-06
40281, 0.305754, 0.289263, 0.0206754, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150138, -0.15, -5.84871e-05, 1.05469e-06
40291, 0.305983, 0.284336, -0.00358745, 9.2698e-08, -0.0973729, 0, 0.347118, 0.148539, -0.149976, -0.15, -0.00159222, 1.05469e-06
40300, 0.30591, 0.279074, -0.00183955, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149988, -0.15, 0.000107795, 1.05469e-06
40310, 0.305881, 0.279041, -0.000337511, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149998, -0.15, 9.67085e-05, 1.05469e-06
40321, 0.306043, 0.279222, 0.0124343, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150083, -0.15, 0.000873372, 1.05469e-06
40331, 0.306369, 0.279585, 0.0119179, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150079, -0.15, 6.18398e-06, 1.05469e-06
40341, 0.306682, 0.279934, 0.0114754, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150076, -0.15, 9.46224e-06, 1.05469e-06
40350, 0.306832, 0.280102, -0.00025928, 9.2698e-08, -0.0973729, 0, 0, 0.149308, -0.149998, -0.15, -0.00076513, 1.05469e-06
40360, 0.306842, 0.280113, 0.00101924, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150007, -0.15, 8.66801e-05, 1.05469e-06
40371, 0.306884, 0.28016, 0.00211671, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150014, -0.15, 7.85738e-05, 1.05469e-06
40381, 0.306953, 0.280237, 0.00305995, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15002, -0.15, 7.1615e-05, 1.05469e-06
40390, 0.307199, 0.280512, 0.0153512, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150102, -0.15, 0.000851825, 1.05469e-06
40400, 0.307296, 0.280619, -0.00816062, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149946, -0.15, -0.00155845, 1.05469e-06
40411, 0.307109, 0.280412, -0.00576451, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149962, -0.15, 0.000136793, 1.05469e-06
40421, 0.307136, 0.280442, 0.00777617, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150052, -0.15, 0.000907779, 1.05469e-06
40430, 0.307346, 0.280676, 0.00791922, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150053, -0.15, 3.5733e-05, 1.05469e-06
40440, 0.307258, 0.280577, -0.014542, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149903, -0.15, -0.00151132, 1.05469e-06
40451, 0.306913, 0.280192, -0.0112452, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149925, -0.15, 0.000177264, 1.05469e-06
40461, 0.30665, 0.279899, -0.0084132, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149944, -0.15, 0.000156358, 1.05469e-06
40470, 0.306611, 0.279855, 0.00550076, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150037, -0.15, 0.000924587, 1.05469e-06
40480, 0.306764, 0.280026, 0.00596568, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15004, -0.15, 5.01573e-05, 1.05469e-06
40491, 0.306929, 0.28021, 0.00636354, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150042, -0.15, 4.72069e-05, 1.05469e-06
40501, 0.307104, 0.280405, 0.00670552, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150045, -0.15, 4.46886e-05, 1.05469e-06
40511, 0.307287, 0.28061, 0.00700057, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150047, -0.15, 4.2513e-05, 1.05469e-06
40520, 0.307478, 0.280823, 0.00725314, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150048, -0.15, 4.06504e-05, 1.05469e-06
40530, 0.307675, 0.281043, 0.00746995, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15005, -0.15, 3.9041e-05, 1.05469e-06
40541, 0.307877, 0.281268, 0.00765547, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150051, -0.15, 3.76701e-05, 1.05469e-06
40551, 0.308238, 0.281671, 0.0192985, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150129, -0.15, 0.000822678, 1.05469e-06
40560, 0.308735, 0.282225, 0.0178121, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150119, -0.15, -3.73423e-05, 1.05469e-06
40570, 0.309194, 0.282737, 0.0165381, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15011, -0.15, -2.79248e-05, 1.05469e-06
40581, 0.309622, 0.283215, 0.0154406, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150103, -0.15, -1.98334e-05, 1.05469e-06
40591, 0.310023, 0.283662, 0.0144996, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150097, -0.15, -1.28746e-05, 1.05469e-06
40600, 0.3104, 0.284083, 0.0136927, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150091, -0.15, -6.91414e-06, 1.05469e-06
40610, 0.310757, 0.284481, 0.0129975, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150087, -0.15, -1.78814e-06, 1.05469e-06
40621, 0.311251, 0.285032, 0.0238851, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150159, -0.15, 0.000788793, 1.05469e-06
40631, 0.306914, 0.285376, -0.000831485, 9.2698e-08, -0.0973729, 0.347118, 0, 0.148539, -0.149994, -0.15, -0.00161257, 1.05469e-06
40641, 0.302265, 0.280137, 0.000527501, 9.2698e-08, -0.0973729, 0, 0.350624, 0.150085, -0.150004, -0.15, 9.03159e-05, 1.05469e-06
40650, 0.302295, 0.274936, 0.00169426, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150011, -0.15, 8.17031e-05, 1.05469e-06
40660, 0.302354, 0.275002, 0.00269786, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150018, -0.15, 7.42972e-05, 1.05469e-06
40671, 0.302438, 0.275095, 0.0035584, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150024, -0.15, 6.79344e-05, 1.05469e-06
40681, 0.302543, 0.275213, 0.004296, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150029, -0.15, 6.24806e-05, 1.05469e-06
40690, 0.302666, 0.27535, 0.00493079, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150033, -0.15, 5.78016e-05, 1.05469e-06
40700, 0.302959, 0.275677, 0.0169583, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150113, -0.15, 0.000839964, 1.05469e-06
40711, 0.303398, 0.276166, 0.0158027, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150105, -0.15, -2.25008e-05, 1.05469e-06
40721, 0.303807, 0.276623, 0.0148103, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150099, -0.15, -1.51694e-05, 1.05469e-06
40730, 0.304346, 0.277224, 0.0254408, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.15017, -0.15, 0.000777304, 1.05469e-06
40740, 0.304995, 0.277948, 0.0230849, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150154, -0.15, -7.62939e-05, 1.05469e-06
40751, 0.305586, 0.278607, 0.0210643, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15014, -0.15, -6.1363e-05, 1.05469e-06
40761, 0.306126, 0.27921, 0.0193298, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150129, -0.15, -4.8548e-05, 1.05469e-06
40770, 0.306624, 0.279765, 0.0178389, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150119, -0.15, -3.7536e-05, 1.05469e-06
40780, 0.306782, 0.279942, -0.00602379, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.14996, -0.15, -0.00157423, 1.05469e-06
40791, 0.306649, 0.279793, -0.00393167, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149974, -0.15, 0.000123248, 1.05469e-06
40801, 0.306721, 0.279874, 0.00934973, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150062, -0.15, 0.000896156, 1.05469e-06
40811, 0.30697, 0.280152, 0.00926927, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150062, -0.15, 2.57492e-05, 1.05469e-06
40820, 0.307217, 0.280428, 0.00920221, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150061, -0.15, 2.62558e-05, 1.05469e-06
40830, 0.307463, 0.280701, 0.00914186, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150061, -0.15, 2.6688e-05, 1.05469e-06
40841, 0.307707, 0.280974, 0.00909269, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150061, -0.15, 2.70605e-05, 1.05469e-06
40851, 0.308103, 0.281416, 0.0205323, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150137, -0.15, 0.000813559, 1.05469e-06
40860, 0.308631, 0.282004, 0.0188716, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150126, -0.15, -4.51654e-05, 1.05469e-06
40870, 0.309117, 0.282546, 0.0174455, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150116, -0.15, -3.46303e-05, 1.05469e-06
40881, 0.309721, 0.28322, 0.027705, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150185, -0.15, 0.000760585, 1.05469e-06
40891, 0.310427, 0.284007, 0.0250317, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150167, -0.15, -9.06587e-05, 1.05469e-06
40900, 0.311066, 0.28472, 0.022734, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150152, -0.15, -7.37011e-05, 1.05469e-06
40910, 0.311648, 0.28537, 0.0207625, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150138, -0.15, -5.91278e-05, 1.05469e-06
40921, 0.312181, 0.285964, 0.0190683, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150127, -0.15, -4.66257e-05, 1.05469e-06
40931, 0.312825, 0.286683, 0.0290975, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150194, -0.15, 0.000750303, 1.05469e-06
40940, 0.313566, 0.287509, 0.0262253, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150175, -0.15, -9.94802e-05, 1.05469e-06
40950, 0.314234, 0.288255, 0.0237599, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150158, -0.15, -8.12709e-05, 1.05469e-06
40961, 0.314996, 0.289104, 0.0331253, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150221, -0.15, 0.000720546, 1.05469e-06
40971, 0.315836, 0.290042, 0.0296853, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150198, -0.15, -0.000125036, 1.05469e-06
40981, 0.316591, 0.290884, 0.0267304, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150178, -0.15, -0.00010322, 1.05469e-06
40990, 0.317273, 0.291644, 0.0241935, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150161, -0.15, -8.44747e-05, 1.05469e-06
41000, 0.317891, 0.292334, 0.0220142, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150147, -0.15, -6.83814e-05, 1.05469e-06
41011, 0.318004, 0.292461, -0.0135429, 9.2698e-08, -0.0973729, 0, 0, 0.147779, -0.14991, -0.15, -0.00236098, 1.05469e-06
41021, 0.317684, 0.292103, -0.0103869, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149931, -0.15, 0.000170931, 1.05469e-06
41030, 0.317442, 0.291834, -0.00767559, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149949, -0.15, 0.000150904, 1.05469e-06
41040, 0.317268, 0.291639, -0.00534877, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149964, -0.15, 0.000133723, 1.05469e-06
41051, 0.317152, 0.291509, -0.00335053, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149978, -0.15, 0.000118956, 1.05469e-06
41061, 0.317085, 0.291435, -0.00163391, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149989, -0.15, 0.00010629, 1.05469e-06
41070, 0.317061, 0.291408, -0.000160933, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149999, -0.15, 9.53972e-05, 1.05469e-06
41080, 0.317227, 0.291594, 0.0125885, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150084, -0.15, 0.000872239, 1.05469e-06
41091, 0.317557, 0.291962, 0.0120498, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15008, -0.15, 5.21541e-06, 1.05469e-06
41101, 0.317873, 0.292314, 0.0115871, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150077, -0.15, 8.62777e-06, 1.05469e-06
41110, 0.318332, 0.292826, 0.0226736, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150151, -0.15, 0.000797749, 1.05469e-06
41120, 0.318912, 0.288239, 0.0207089, 9.2698e-08, -0.0973729, 0, 0.350624, 0.150085, -0.150138, -0.15, -5.87404e-05, 1.05469e-06
41131, 0.319444, 0.283599, 0.0190236, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150127, -0.15, -4.6283e-05, 1.05469e-06
41141, 0.319934, 0.284145, 0.0175752, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150117, -0.15, -3.55989e-05, 1.05469e-06
41151, 0.320387, 0.284651, 0.0163324, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150109, -0.15, -2.64198e-05, 1.05469e-06
41160, 0.320508, 0.284786, -0.00731796, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149951, -0.15, -0.00156468, 1.05469e-06
41170, 0.320343, 0.284601, -0.00504032, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149966, -0.15, 0.000131443, 1.05469e-06
41181, 0.320387, 0.284651, 0.00839755, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150056, -0.15, 0.000903189, 1.05469e-06
41191, 0.320613, 0.284903, 0.00845343, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150056, -0.15, 3.17842e-05, 1.05469e-06
41200, 0.32084, 0.285156, 0.00850037, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150057, -0.15, 3.14265e-05, 1.05469e-06
41210, 0.321068, 0.28541, 0.0085406, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150057, -0.15, 3.11285e-05, 1.05469e-06
41221, 0.316605, 0.285666, 0.00857636, 9.2698e-08, -0.0973729, 0.350624, 0, 0.150085, -0.150057, -0.15, 3.08752e-05, 1.05469e-06
41231, 0.312143, 0.285922, 0.00860542, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150057, -0.15, 3.06517e-05, 1.05469e-06
41240, 0.312374, 0.28618, 0.00863001, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150058, -0.15, 3.04729e-05, 1.05469e-06
41250, 0.312605, 0.286438, 0.00865236, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150058, -0.15, 3.0309e-05, 1.05469e-06
41261, 0.31299, 0.286868, 0.0201546, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150134, -0.15, 0.00081636, 1.05469e-06
41271, 0.313508, 0.287445, 0.0185475, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150124, -0.15, -4.27663e-05, 1.05469e-06
41281, 0.313986, 0.287978, 0.0171661, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150114, -0.15, -3.25739e-05, 1.05469e-06
41290, 0.31443, 0.288473, 0.0159815, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150107, -0.15, -2.3827e-05, 1.05469e-06
41300, 0.314844, 0.288935, 0.0149623, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.1501, -0.15, -1.63019e-05, 1.05469e-06
41311, 0.31493, 0.289032, -0.00849366, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149943, -0.15, -0.00155599, 1.05469e-06
41321, 0.314736, 0.288815, -0.00605062, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.14996, -0.15, 0.000138909, 1.05469e-06
41330, 0.314602, 0.288665, -0.00395402, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149974, -0.15, 0.000123411, 1.05469e-06
41340, 0.314674, 0.288746, 0.00932962, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150062, -0.15, 0.000896305, 1.05469e-06
41351, 0.314923, 0.289023, 0.00925362, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150062, -0.15, 2.58684e-05, 1.05469e-06
41361, 0.315169, 0.289298, 0.00918657, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150061, -0.15, 2.63602e-05, 1.05469e-06
41370, 0.315414, 0.289572, 0.00913069, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150061, -0.15, 2.67774e-05, 1.05469e-06
41380, 0.315658, 0.289843, 0.00908151, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150061, -0.15, 2.7135e-05, 1.05469e-06
41391, 0.315901, 0.290114, 0.00903904, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15006, -0.15, 2.74479e-05, 1.05469e-06
41401, 0.316142, 0.290383, 0.00900328, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15006, -0.15, 2.77162e-05, 1.05469e-06
41410, 0.316536, 0.290823, 0.0204563, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150136, -0.15, 0.000814125, 1.05469e-06
41420, 0.317215, 0.291581, 0.0302888, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150202, -0.15, 0.000741497, 1.05469e-06
41431, 0.317985, 0.292439, 0.027249, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150182, -0.15, -0.000107035, 1.05469e-06
41441, 0.31868, 0.293214, 0.0246383, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150164, -0.15, -8.77678e-05, 1.05469e-06
41451, 0.319309, 0.293916, 0.0223987, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150149, -0.15, -7.12126e-05, 1.05469e-06
41460, 0.319883, 0.294556, 0.0204742, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150136, -0.15, -5.69969e-05, 1.05469e-06
41470, 0.320409, 0.295143, 0.0188202, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150125, -0.15, -4.47929e-05, 1.05469e-06
41481, 0.320893, 0.295683, 0.0174031, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150116, -0.15, -3.43174e-05, 1.05469e-06
41491, 0.321496, 0.296356, 0.027667, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150184, -0.15, 0.000760868, 1.05469e-06
41500, 0.322201, 0.297142, 0.0249982, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150167, -0.15, -9.04202e-05, 1.05469e-06
41510, 0.322839, 0.297854, 0.0227071, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150151, -0.15, -7.34925e-05, 1.05469e-06
41521, 0.323421, 0.298503, 0.0207402, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150138, -0.15, -5.89639e-05, 1.05469e-06
41531, 0.323953, 0.299097, 0.0190504, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150127, -0.15, -4.64916e-05, 1.05469e-06
41540, 0.324142, 0.299307, -0.0049822, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149967, -0.15, -0.00158192, 1.05469e-06
41550, 0.324034, 0.299187, -0.00303537, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.14998, -0.15, 0.000116631, 1.05469e-06
41561, 0.323975, 0.299122, -0.00136346, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149991, -0.15, 0.000104293, 1.05469e-06
41571, 0.324112, 0.299274, 0.0115559, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150077, -0.15, 0.000879869, 1.05469e-06
41580, 0.324416, 0.299613, 0.0111647, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150074, -0.15, 1.1757e-05, 1.05469e-06
41590, 0.32471, 0.299941, 0.0108272, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150072, -0.15, 1.42455e-05, 1.05469e-06
41601, 0.324996, 0.30026, 0.0105388, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15007, -0.15, 1.63764e-05, 1.05469e-06
41611, 0.325275, 0.300571, 0.0102907, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150069, -0.15, 1.82092e-05, 1.05469e-06
41621, 0.325547, 0.300875, 0.0100784, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150067, -0.15, 1.97738e-05, 1.05469e-06
41630, 0.325815, 0.301173, 0.00989512, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150066, -0.15, 2.11298e-05, 1.05469e-06
41640, 0.326231, 0.301638, 0.0212207, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150141, -0.15, 0.000808477, 1.05469e-06
41651, 0.327084, 0.30259, 0.0425577, 9.2698e-08, -0.0973729, 0, 0, 0.151666, -0.150284, -0.15, 0.00153176, 1.05469e-06
41661, 0.32816, 0.303789, 0.0377834, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150252, -0.15, -0.000184849, 1.05469e-06
41670, 0.329116, 0.304856, 0.0336841, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150225, -0.15, -0.00015457, 1.05469e-06
41680, 0.32997, 0.305809, 0.0301637, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150201, -0.15, -0.000128567, 1.05469e-06
41691, 0.330737, 0.306664, 0.0271417, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150181, -0.15, -0.000106245, 1.05469e-06
41701, 0.331429, 0.307436, 0.0245467, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150164, -0.15, -8.70824e-05, 1.05469e-06
41710, 0.332056, 0.308136, 0.0223182, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150149, -0.15, -7.06315e-05, 1.05469e-06
41720, 0.332781, 0.308945, 0.031887, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150213, -0.15, 0.000729695, 1.05469e-06
41731, 0.333591, 0.309848, 0.0286214, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150191, -0.15, -0.000117183, 1.05469e-06
41741, 0.33432, 0.310661, 0.0258185, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150172, -0.15, -9.64701e-05, 1.05469e-06
41750, 0.335132, 0.311567, 0.0348933, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150233, -0.15, 0.000707492, 1.05469e-06
