QGPIORecord, QRC v6.1.0, 11-12-2021 @ 22:10:11, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), xref, nu(0), S(0)
31831, -0.249352, -0.257538, 0.000400841, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150008, -0.15, 8.5339e-05, 1.05469e-06
31842, -0.249336, -0.257521, 0.000769645, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150015, -0.15, 7.71582e-05, 1.05469e-06
31851, -0.24926, -0.257436, 0.00492483, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150098, -0.15, 0.000856087, 1.05469e-06
31860, -0.24913, -0.257291, 0.004787, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150096, -0.15, -1.18613e-05, 1.05469e-06
31870, -0.249003, -0.25715, 0.00466481, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150093, -0.15, -9.14931e-06, 1.05469e-06
31881, -0.24888, -0.257012, 0.00455603, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150091, -0.15, -6.73532e-06, 1.05469e-06
31891, -0.248759, -0.256877, 0.00445992, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150089, -0.15, -4.60446e-06, 1.05469e-06
31900, -0.248641, -0.256746, 0.00437424, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150087, -0.15, -2.71201e-06, 1.05469e-06
31910, -0.248525, -0.256616, 0.00429824, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150086, -0.15, -1.02818e-06, 1.05469e-06
31921, -0.24836, -0.256432, 0.00805855, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150161, -0.15, 0.000786662, 1.05469e-06
31931, -0.248251, -0.256311, 4.17233e-05, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.150001, -0.15, -0.00161965, 1.05469e-06
31940, -0.248245, -0.256303, 0.00045076, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150009, -0.15, 8.42214e-05, 1.05469e-06
31950, -0.248228, -0.256284, 0.000814348, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150016, -0.15, 7.61747e-05, 1.05469e-06
31961, -0.248202, -0.256255, 0.00113696, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150023, -0.15, 6.90222e-05, 1.05469e-06
31971, -0.248167, -0.256217, 0.00142381, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150028, -0.15, 6.26743e-05, 1.05469e-06
31980, -0.248126, -0.256171, 0.00167862, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150034, -0.15, 5.70267e-05, 1.05469e-06
31990, -0.248078, -0.256117, 0.00190437, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150038, -0.15, 5.202e-05, 1.05469e-06
32001, -0.247973, -0.256, 0.00593215, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150119, -0.15, 0.000833765, 1.05469e-06
32011, -0.247818, -0.255827, 0.00568181, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150114, -0.15, -3.16799e-05, 1.05469e-06
32021, -0.247668, -0.255661, 0.00545904, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150109, -0.15, -2.67476e-05, 1.05469e-06
32030, -0.247525, -0.255501, 0.0052616, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150105, -0.15, -2.23666e-05, 1.05469e-06
32040, -0.247387, -0.255346, 0.00508577, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150102, -0.15, -1.84774e-05, 1.05469e-06
32051, -0.247253, -0.255197, 0.00493005, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150099, -0.15, -1.50204e-05, 1.05469e-06
32061, -0.247122, -0.255052, 0.00479147, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150096, -0.15, -1.19507e-05, 1.05469e-06
32070, -0.246996, -0.25491, 0.00466853, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150093, -0.15, -9.22382e-06, 1.05469e-06
32080, -0.246821, -0.254715, 0.00838712, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150168, -0.15, 0.000779375, 1.05469e-06
32091, -0.246604, -0.254473, 0.00786111, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150157, -0.15, -7.99745e-05, 1.05469e-06
32101, -0.246348, -0.254188, 0.0112221, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150224, -0.15, 0.000716552, 1.05469e-06
32110, -0.246059, -0.253866, 0.0103787, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150208, -0.15, -0.00013575, 1.05469e-06
32120, -0.245792, -0.253567, 0.00962988, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150193, -0.15, -0.000119165, 1.05469e-06
32131, -0.245543, -0.253289, 0.00896528, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150179, -0.15, -0.000104427, 1.05469e-06
32141, -0.245311, -0.253031, 0.00837445, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150167, -0.15, -9.13441e-05, 1.05469e-06
32150, -0.245042, -0.252731, 0.0116773, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150234, -0.15, 0.000706464, 1.05469e-06
32160, -0.244892, -0.252564, -0.00044629, 9.2698e-08, -0.0973729, 0, 0, 0.147779, -0.149991, -0.15, -0.00245112, 1.05469e-06
32171, -0.244898, -0.25257, 1.78814e-05, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15, -0.15, 9.38177e-05, 1.05469e-06
32181, -0.244841, -0.252506, 0.00425801, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150085, -0.15, 0.000870869, 1.05469e-06
32191, -0.244728, -0.25238, 0.00419468, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150084, -0.15, 1.2666e-06, 1.05469e-06
32200, -0.244616, -0.252256, 0.0041388, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150083, -0.15, 2.5034e-06, 1.05469e-06
32210, -0.244506, -0.252133, 0.00408962, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150082, -0.15, 3.60608e-06, 1.05469e-06
32221, -0.244397, -0.252011, 0.00404567, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150081, -0.15, 4.57466e-06, 1.05469e-06
32231, -0.244238, -0.251834, 0.00783429, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150157, -0.15, 0.000791624, 1.05469e-06
32240, -0.244035, -0.251607, 0.00737011, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150147, -0.15, -6.90967e-05, 1.05469e-06
32250, -0.243843, -0.251393, 0.0069581, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150139, -0.15, -5.99623e-05, 1.05469e-06
32261, -0.243662, -0.251191, 0.00659227, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150132, -0.15, -5.1856e-05, 1.05469e-06
32271, -0.243489, -0.250999, 0.00626743, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150125, -0.15, -4.46588e-05, 1.05469e-06
32280, -0.243326, -0.250816, 0.00597909, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15012, -0.15, -3.82662e-05, 1.05469e-06
32290, -0.243169, -0.250641, 0.00572354, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150114, -0.15, -3.26037e-05, 1.05469e-06
32301, -0.243019, -0.250474, 0.00549629, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15011, -0.15, -2.75671e-05, 1.05469e-06
32311, -0.242975, -0.250425, -0.00223294, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149955, -0.15, -0.00156924, 1.05469e-06
32321, -0.243026, -0.250482, -0.00156835, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149969, -0.15, 0.00012897, 1.05469e-06
32330, -0.243009, -0.250463, 0.0028491, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150057, -0.15, 0.000902086, 1.05469e-06
32340, -0.24288, -0.250319, 0.00677183, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150135, -0.15, 0.000815168, 1.05469e-06
32351, -0.242704, -0.250122, 0.00642687, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150129, -0.15, -4.81904e-05, 1.05469e-06
32361, -0.242536, -0.249935, 0.00612065, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150122, -0.15, -4.14103e-05, 1.05469e-06
32370, -0.242375, -0.249756, 0.00584945, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150117, -0.15, -3.53903e-05, 1.05469e-06
32380, -0.242171, -0.249528, 0.00943542, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150189, -0.15, 0.000756145, 1.05469e-06
32391, -0.241927, -0.249256, 0.00879243, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150176, -0.15, -0.000100598, 1.05469e-06
32401, -0.241699, -0.249002, 0.00822097, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150164, -0.15, -8.79467e-05, 1.05469e-06
32410, -0.241435, -0.248707, 0.0115417, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150231, -0.15, 0.000709474, 1.05469e-06
32420, -0.241138, -0.248375, 0.0106625, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150213, -0.15, -0.000142038, 1.05469e-06
32431, -0.240863, -0.248069, 0.00988171, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150198, -0.15, -0.000124738, 1.05469e-06
32441, -0.240608, -0.247784, 0.00918806, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150184, -0.15, -0.000109375, 1.05469e-06
32450, -0.24037, -0.247519, 0.00857264, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150171, -0.15, -9.574e-05, 1.05469e-06
32460, -0.240097, -0.247214, 0.0118539, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150237, -0.15, 0.00070256, 1.05469e-06
32471, -0.239792, -0.246874, 0.0109397, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150219, -0.15, -0.000148177, 1.05469e-06
32481, -0.23951, -0.246559, 0.0101276, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150203, -0.15, -0.000130191, 1.05469e-06
32491, -0.239197, -0.246211, 0.0132345, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150265, -0.15, 0.000671968, 1.05469e-06
32500, -0.238857, -0.245831, 0.0121653, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150243, -0.15, -0.000175342, 1.05469e-06
32510, -0.238544, -0.245482, 0.0112168, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150224, -0.15, -0.000154316, 1.05469e-06
32521, -0.238255, -0.24516, 0.0103742, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150207, -0.15, -0.000135645, 1.05469e-06
32531, -0.237988, -0.244862, 0.00962615, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150193, -0.15, -0.000119075, 1.05469e-06
32540, -0.237889, -0.244752, -0.00226721, 9.2698e-08, -0.0973729, 0, 0, 0.147779, -0.149955, -0.15, -0.00241077, 1.05469e-06
32550, -0.237941, -0.244809, -0.00159964, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149968, -0.15, 0.000129655, 1.05469e-06
32561, -0.237925, -0.244791, 0.00282153, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150056, -0.15, 0.000902697, 1.05469e-06
32571, -0.237797, -0.244648, 0.0067465, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150135, -0.15, 0.000815719, 1.05469e-06
32580, -0.237621, -0.244452, 0.00640452, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150128, -0.15, -4.76986e-05, 1.05469e-06
32590, -0.237453, -0.244265, 0.00610054, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150122, -0.15, -4.09633e-05, 1.05469e-06
32601, -0.237294, -0.244087, 0.00583082, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150117, -0.15, -3.49879e-05, 1.05469e-06
32611, -0.23709, -0.24386, 0.00941902, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150188, -0.15, 0.000756502, 1.05469e-06
32620, -0.236846, -0.243588, 0.00877827, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150176, -0.15, -0.000100285, 1.05469e-06
32630, -0.236619, -0.243334, 0.00820905, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150164, -0.15, -8.76784e-05, 1.05469e-06
32641, -0.236355, -0.24304, 0.0115313, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150231, -0.15, 0.000709713, 1.05469e-06
32651, -0.236058, -0.242709, 0.0106528, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150213, -0.15, -0.000141829, 1.05469e-06
32661, -0.235783, -0.242402, 0.00987351, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150197, -0.15, -0.000124559, 1.05469e-06
32670, -0.235528, -0.242118, 0.00918135, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150184, -0.15, -0.000109226, 1.05469e-06
32680, -0.235291, -0.241853, 0.00856668, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150171, -0.15, -9.56059e-05, 1.05469e-06
32691, -0.235219, -0.241773, -0.00320822, 9.2698e-08, -0.0973729, 0, 0, 0.147779, -0.149936, -0.15, -0.00238992, 1.05469e-06
32701, -0.235294, -0.241857, -0.00243485, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149951, -0.15, 0.000148162, 1.05469e-06
32710, -0.23535, -0.24192, -0.00174791, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149965, -0.15, 0.000132948, 1.05469e-06
32720, -0.235338, -0.241906, 0.00268966, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150054, -0.15, 0.000905618, 1.05469e-06
32731, -0.235315, -0.24188, -0.000982732, 9.2698e-08, -0.0973729, 0, 0, 0.149308, -0.14998, -0.15, -0.000745267, 1.05469e-06
32741, -0.235334, -0.241902, -0.000458956, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149991, -0.15, 0.000104383, 1.05469e-06
32750, -0.23534, -0.241908, 6.70552e-06, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15, -0.15, 9.4071e-05, 1.05469e-06
32760, -0.235335, -0.241902, 0.000420213, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150008, -0.15, 8.49068e-05, 1.05469e-06
32771, -0.235318, -0.241884, 0.000787526, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150016, -0.15, 7.67708e-05, 1.05469e-06
32781, -0.235293, -0.241856, 0.00111312, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150022, -0.15, 6.95437e-05, 1.05469e-06
32790, -0.235208, -0.241761, 0.00523031, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150105, -0.15, 0.000849321, 1.05469e-06
32800, -0.235019, -0.24155, 0.00888631, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150178, -0.15, 0.000768319, 1.05469e-06
32811, -0.234789, -0.241293, 0.00830442, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150166, -0.15, -8.97944e-05, 1.05469e-06
32821, -0.234574, -0.241053, 0.00778809, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150156, -0.15, -7.83503e-05, 1.05469e-06
32831, -0.234372, -0.240828, 0.00732914, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150147, -0.15, -6.81877e-05, 1.05469e-06
32840, -0.234282, -0.240727, -0.000605732, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149988, -0.15, -0.0016053, 1.05469e-06
32850, -0.234291, -0.240738, -0.00012368, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149998, -0.15, 9.69619e-05, 1.05469e-06
32861, -0.234289, -0.240735, 0.000304729, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150006, -0.15, 8.74698e-05, 1.05469e-06
32871, -0.234224, -0.240664, 0.00451207, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.15009, -0.15, 0.000865236, 1.05469e-06
32880, -0.234105, -0.24053, 0.00442117, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150088, -0.15, -3.74019e-06, 1.05469e-06
32890, -0.233988, -0.240399, 0.00433996, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150087, -0.15, -1.95205e-06, 1.05469e-06
32901, -0.233821, -0.240214, 0.00809506, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150162, -0.15, 0.000785843, 1.05469e-06
32911, -0.233611, -0.239979, 0.00760183, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150152, -0.15, -7.42227e-05, 1.05469e-06
32920, -0.233414, -0.239759, 0.00716373, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150143, -0.15, -6.4522e-05, 1.05469e-06
32930, -0.233227, -0.239551, 0.00677556, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150136, -0.15, -5.59092e-05, 1.05469e-06
