QGPIORecord, QRC v6.1.0, 11-12-2021 @ 21:49:17, Windows 10 Version 2009, 10.0.19042, x86_64
Time, VoltA, voltB, desired_velocity, Phat, L, vA, vB, Front Distance, xhat(0), xref, nu(0), S(0)
27040, 0.392284, 0.40683, 0.00729412, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150073, -0.15, 1.3411e-05, 1.05469e-06
27052, 0.392478, 0.407047, 0.00719875, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150072, -0.15, 1.4469e-05, 1.05469e-06
27061, 0.392772, 0.407375, 0.01477, 9.2698e-08, -0.0973729, 0, 0, 0.150871, -0.150148, -0.15, 0.000801578, 1.05469e-06
27071, 0.393153, 0.4078, 0.0137269, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150137, -0.15, -5.78612e-05, 1.05469e-06
27080, 0.393508, 0.408196, 0.0128165, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150128, -0.15, -4.77731e-05, 1.05469e-06
27090, 0.39384, 0.408567, 0.0120193, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.15012, -0.15, -3.89516e-05, 1.05469e-06
27101, 0.394153, 0.408915, 0.0113249, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150113, -0.15, -3.12477e-05, 1.05469e-06
27111, 0.394448, 0.409245, 0.0107184, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150107, -0.15, -2.45273e-05, 1.05469e-06
27120, 0.394728, 0.409557, 0.0101879, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150102, -0.15, -1.86563e-05, 1.05469e-06
27130, 0.394994, 0.409854, 0.00972599, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150097, -0.15, -1.35303e-05, 1.05469e-06
27141, 0.395047, 0.409913, -0.00573397, 9.2698e-08, -0.0973729, 0, 0, 0.148539, -0.149943, -0.15, -0.0015552, 1.05469e-06
27151, 0.394915, 0.409765, -0.00417978, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149958, -0.15, 0.000140518, 1.05469e-06
27160, 0.394821, 0.409661, -0.00282228, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149972, -0.15, 0.000125483, 1.05469e-06
27170, 0.394761, 0.409594, -0.00163615, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149984, -0.15, 0.00011234, 1.05469e-06
27181, 0.394732, 0.409561, -0.000600517, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.149994, -0.15, 0.000100866, 1.05469e-06
27191, 0.394728, 0.409557, 0.000303984, 9.2698e-08, -0.0973729, 0, 0, 0.150085, -0.150003, -0.15, 9.08524e-05, 1.05469e-06
