QGPIORecord, QRC v6.1.0, 28-11-2021 @ 13:59:25, Windows 10 Version 2009, 10.0.19042, x86_64
Time, yA, yB, r, eA, eB, uA, uB, VoltageA, VoltageB, ValueIn9, ValueIn10, ValueIn11
320630, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320641, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320652, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320660, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320670, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320680, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320691, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320700, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320710, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320720, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320731, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320740, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320750, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320760, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320771, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320780, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320790, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320800, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320811, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320821, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320830, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320840, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320850, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320861, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320870, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320880, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320890, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320901, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320910, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320920, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320930, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320941, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320950, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
320960, 0, 0, 0, 0, 0, 0.661509, 0.817802, 0, 0, 0, 0, 0
